start year,start month,end year,end month,from,Hard Broadcast News,Left Wing Cable,No or Minimal News,Other Cable,Right Wing Cable,Soft Broadcast News,Spanish News
2016,1,2020,9,Other Cable,708387.717,615744.725,12778412.761,,656661.910,,
2016,1,2020,9,Right Wing Cable,,,5686523.691,,,,21111.996
2016,1,2020,9,Soft Broadcast News,9736334.446,994100.328,15004024.908,1033622.872,1255468.828,,
2016,1,2020,9,Spanish News,253978.058,207916.684,8723296.367,100607.326,,265339.548,
2016,1,2020,10,Hard Broadcast News,,8933468.577,17846132.682,,3956984.594,,
2016,1,2020,10,Left Wing Cable,,,6632498.440,,2241979.752,,
2016,1,2020,10,Other Cable,1062675.887,1002861.824,12445922.413,,939019.199,,
2016,1,2020,10,Right Wing Cable,,,5128107.168,,,,7840.868
2016,1,2020,10,Soft Broadcast News,10748503.579,1426953.143,14891592.030,1156652.799,1452491.261,,
2016,1,2020,10,Spanish News,401346.001,273517.644,8906629.782,104763.676,,244289.961,
2016,1,2020,11,Hard Broadcast News,,14812510.328,15290402.299,,5966417.831,,
2016,1,2020,11,Left Wing Cable,,,3496115.290,,2176201.698,,
2016,1,2020,11,Other Cable,1837188.767,2852958.427,12641767.218,,1427195.595,,
2016,1,2020,11,Right Wing Cable,,,3164835.391,,,,
2016,1,2020,11,Soft Broadcast News,10439415.631,2270741.207,14335077.654,917651.985,1600507.227,,
2016,1,2020,11,Spanish News,398132.181,514597.107,7820294.096,24761.455,66194.049,263852.412,
2016,1,2020,12,Hard Broadcast News,,10845884.650,22220923.826,,3976614.278,,
2016,1,2020,12,Left Wing Cable,,,9173692.187,,2123686.021,,
2016,1,2020,12,Other Cable,990112.132,1418254.074,13498339.975,,108285.558,,
2016,1,2020,12,Right Wing Cable,,,9152390.527,,,,54321.637
2016,1,2020,12,Soft Broadcast News,7880981.611,709174.095,14849326.854,863673.109,800964.349,,
2016,1,2020,12,Spanish News,179056.045,263347.127,9103258.824,8636.808,,296189.140,
2016,1,2021,1,Hard Broadcast News,,14470082.618,18402140.310,,4693840.181,,
2016,1,2021,1,Left Wing Cable,,,5512145.477,,2006619.182,,
2016,1,2021,1,Other Cable,2226122.551,2595273.107,13242788.653,,476930.138,,
2016,1,2021,1,Right Wing Cable,,,7908446.011,,,,50878.895
2016,1,2021,1,Soft Broadcast News,11733926.224,2032272.901,15164416.758,881693.722,1300059.381,,
2016,1,2021,1,Spanish News,209894.368,517239.159,8643479.695,25418.970,,291012.495,
2016,1,2021,2,Hard Broadcast News,,12016044.823,25303469.747,,4285813.364,,
2016,1,2021,2,Left Wing Cable,,,10294674.380,,2054078.975,,
2016,1,2021,2,Other Cable,172974.009,670207.835,13506265.802,,,,
2016,1,2021,2,Right Wing Cable,,,10298752.174,175167.477,,,24733.921
2016,1,2021,2,Soft Broadcast News,10292601.416,1330892.511,15762672.859,1111178.091,1154174.001,,
2016,1,2021,2,Spanish News,193619.354,425942.753,10209234.376,73619.858,,337602.828,
2016,1,2021,3,Hard Broadcast News,,9428218.255,24714918.660,,3825505.555,,
2016,1,2021,3,Left Wing Cable,,,11471931.736,134215.964,2065746.829,,
2016,1,2021,3,Other Cable,248515.535,,13513683.987,,,,
2016,1,2021,3,Right Wing Cable,,,10283081.327,351359.350,,,64820.194
2016,1,2021,3,Soft Broadcast News,9357203.183,579953.197,15731218.114,959837.055,1027492.845,,
2016,1,2021,3,Spanish News,143131.070,308323.352,9650754.071,65655.918,,304139.637,
2016,1,2021,4,Hard Broadcast News,,8924207.887,24793911.355,,3653547.334,,
2016,1,2021,4,Left Wing Cable,,,11109982.275,75710.880,2129486.382,,
2016,1,2021,4,Other Cable,61426.017,,13868706.493,,,,
2016,1,2021,4,Right Wing Cable,,,10511909.151,298947.541,,,81562.425
2016,1,2021,4,Soft Broadcast News,9650867.557,562221.301,15630583.819,993704.759,1114860.612,,
2016,1,2021,4,Spanish News,77860.090,319008.181,9650595.345,39277.923,,284913.327,
2016,1,2021,5,Hard Broadcast News,,8223257.630,26361965.840,,3541687.689,,
2016,1,2021,5,Left Wing Cable,,,12147604.849,381039.306,2148286.626,,
2016,1,2021,5,Other Cable,57126.186,,14528030.498,,,,
2016,1,2021,5,Right Wing Cable,,,11061303.999,290908.917,,,62179.239
2016,1,2021,5,Soft Broadcast News,8898784.453,277646.050,15802841.407,873949.409,1032234.602,,
2016,1,2021,5,Spanish News,108462.503,267989.747,9753895.237,76334.359,,296653.416,
2016,1,2021,6,Hard Broadcast News,,8361068.937,28321345.897,747820.549,3600127.024,,
2016,1,2021,6,Left Wing Cable,,,12702445.340,694933.921,2103280.332,,
2016,1,2021,6,Other Cable,,,14686038.673,,,,
2016,1,2021,6,Right Wing Cable,,,11108425.404,288487.862,,,80526.636
2016,1,2021,6,Soft Broadcast News,8821863.477,289816.388,16201138.829,1096266.071,986027.614,,
2016,1,2021,6,Spanish News,65449.183,200035.204,9763614.431,74934.119,,300327.758,
2016,1,2021,7,Hard Broadcast News,,8401331.144,27689456.359,,3571475.758,,
2016,1,2021,7,Left Wing Cable,,,12863199.408,108934.023,2094974.732,,
2016,1,2021,7,Other Cable,417902.463,,16822513.666,,,,18457.854
2016,1,2021,7,Right Wing Cable,,,11422199.254,261265.982,,,102060.615
2016,1,2021,7,Soft Broadcast News,8703482.012,242616.193,15799822.108,823688.498,846634.168,,
2016,1,2021,7,Spanish News,162668.390,216334.463,9945666.062,,,347765.048,
2016,1,2021,8,Hard Broadcast News,,8657985.757,27299243.488,,4356899.306,,
2016,1,2021,8,Left Wing Cable,,,12283587.182,275147.797,2107169.861,,
2016,1,2021,8,Other Cable,186032.495,,15937866.505,,337481.276,,
2016,1,2021,8,Right Wing Cable,,,9811649.641,,,,67723.002
2016,1,2021,8,Soft Broadcast News,9009524.948,269264.129,15887798.463,836394.304,1185137.200,,
2016,1,2021,8,Spanish News,74725.583,275207.592,10171277.513,82007.952,,346547.855,
2016,1,2021,9,Hard Broadcast News,,7671089.240,27812449.639,,3965545.751,,
2016,1,2021,9,Left Wing Cable,,,12686054.351,532453.387,2199776.777,,
2016,1,2021,9,Other Cable,377958.849,,15274649.377,,126085.550,,
2016,1,2021,9,Right Wing Cable,,,10301002.044,,,,96912.123
2016,1,2021,9,Soft Broadcast News,9122275.471,108669.850,16170901.375,935707.485,1051647.413,,
2016,1,2021,9,Spanish News,140579.804,262091.308,10036130.239,69562.532,,319437.850,
2016,1,2021,10,Hard Broadcast News,,6729074.978,26555591.223,,3868814.984,,
2016,1,2021,10,Left Wing Cable,,,13438853.401,928526.788,2239357.931,67500.606,
2016,1,2021,10,Other Cable,415715.058,,15072296.641,,24787.670,,
2016,1,2021,10,Right Wing Cable,,,10786735.476,,,,67240.180
2016,1,2021,10,Soft Broadcast News,9069894.813,,16112010.103,946637.084,1008752.808,,
2016,1,2021,10,Spanish News,175895.049,249135.285,10076170.171,77191.487,,322484.911,
2016,1,2021,11,Hard Broadcast News,,6740893.872,26903546.844,,4206140.656,,
2016,1,2021,11,Left Wing Cable,,,13355047.448,1073925.274,2237911.569,14817.560,
2016,1,2021,11,Other Cable,404314.605,,14838790.255,,299841.659,,
2016,1,2021,11,Right Wing Cable,,,9956851.954,,,,51129.621
2016,1,2021,11,Soft Broadcast News,8644861.042,,15689153.188,834678.234,1128059.034,,
2016,1,2021,11,Spanish News,126104.583,256745.764,10099378.348,9460.295,,362968.855,
2016,1,2021,12,Hard Broadcast News,,6769459.183,26408714.616,,3664289.324,,
2016,1,2021,12,Left Wing Cable,,,12668108.377,595529.535,2262893.347,354.809,
2016,1,2021,12,Other Cable,1191185.663,,15954941.720,,,,
2016,1,2021,12,Right Wing Cable,,,10641409.472,44959.814,,,79909.222
2016,1,2021,12,Soft Broadcast News,8679107.239,,15892007.038,752900.690,977432.411,,
2016,1,2021,12,Spanish News,118478.200,278378.634,9846716.883,19259.109,,410932.365,
2016,1,2022,1,Hard Broadcast News,,5872100.860,25982232.487,,3499681.131,,
2016,1,2022,1,Left Wing Cable,,,13188285.570,1024053.728,2257251.347,56549.003,
2016,1,2022,1,Other Cable,1101507.889,,15443099.333,,,,
2016,1,2022,1,Right Wing Cable,,,10591572.053,167765.136,,,66978.093
2016,1,2022,1,Soft Broadcast News,9455687.788,,15678383.296,962505.594,1015434.540,,
2016,1,2022,1,Spanish News,222754.007,266972.344,9770090.528,68253.432,,438926.623,
2016,1,2022,2,Hard Broadcast News,,8331203.073,28589138.050,,4832588.451,,
2016,1,2022,2,Left Wing Cable,,,12032503.511,441011.194,2161393.570,,
2016,1,2022,2,Other Cable,412704.711,,15797161.379,,472099.845,,
2016,1,2022,2,Right Wing Cable,,,9842535.696,,,,7613.701
2016,1,2022,2,Soft Broadcast News,8608684.347,366169.004,16422473.617,944234.865,1350555.716,,
2016,1,2022,2,Spanish News,92899.904,282887.194,10324560.578,51343.963,,424299.655,
2016,1,2022,3,Hard Broadcast News,,8522410.840,26743401.426,,4960232.139,,
2016,1,2022,3,Left Wing Cable,,,11969554.605,222898.901,2181857.057,,
2016,1,2022,3,Other Cable,880287.433,,15756639.884,,572136.644,,
2016,1,2022,3,Right Wing Cable,,,9188628.638,,,,50682.169
2016,1,2022,3,Soft Broadcast News,9357837.054,647704.610,16526440.232,1015558.322,1577166.312,,
2016,1,2022,3,Spanish News,166808.645,242645.631,10170545.569,67592.084,,395196.108,
2016,1,2022,4,Hard Broadcast News,,7074441.793,29668325.614,,4233805.230,,
2016,1,2022,4,Left Wing Cable,,,13792380.481,772028.859,2138728.952,,
2016,1,2022,4,Other Cable,601936.977,,16108594.344,,203368.071,,
2016,1,2022,4,Right Wing Cable,,,10503721.723,,,,156966.273
2016,1,2022,4,Soft Broadcast News,9327510.734,259008.549,17049725.777,954652.724,1428765.759,,
2016,1,2022,4,Spanish News,176410.344,213144.393,11217987.228,58254.951,,414159.580,
2016,1,2022,5,Hard Broadcast News,,6727359.563,29401128.068,,4078701.092,,
2016,1,2022,5,Left Wing Cable,,,13531466.237,939034.373,2223485.764,,
2016,1,2022,5,Other Cable,269236.569,,16161752.867,,101703.084,,
2016,1,2022,5,Right Wing Cable,,,10924731.617,,,,131546.018
2016,1,2022,5,Soft Broadcast News,9141476.495,160911.716,16952891.173,991605.023,1346512.427,,
2016,1,2022,5,Spanish News,217418.060,186845.135,10938901.874,67786.059,,387302.895,
2016,1,2022,6,Hard Broadcast News,,7497574.312,29688457.042,,4078818.373,,
2016,1,2022,6,Left Wing Cable,,,13018395.199,637847.023,2233304.353,,
2016,1,2022,6,Other Cable,205914.898,,16318836.689,,26131.995,,
2016,1,2022,6,Right Wing Cable,,,10900754.910,,,,111644.812
2016,1,2022,6,Soft Broadcast News,10360372.857,382160.733,17539566.202,1088335.684,1462146.122,,
2016,1,2022,6,Spanish News,142998.354,187873.072,11429490.343,97201.149,,375130.080,
2016,1,2022,7,Hard Broadcast News,,7803199.107,31916914.922,,4242999.490,,
2016,1,2022,7,Left Wing Cable,,,13522944.325,487705.103,2193729.544,,
2016,1,2022,7,Other Cable,150226.178,,17759599.011,,102363.277,,
2016,1,2022,7,Right Wing Cable,,,11511320.090,,,,149614.383
2016,1,2022,7,Soft Broadcast News,9748147.604,269107.514,17696258.131,1121934.698,1502288.904,,
2016,1,2022,7,Spanish News,74947.995,170675.417,11601113.053,111307.425,,381281.677,
2016,1,2022,8,Hard Broadcast News,,7809956.623,32460953.922,383442.887,4187877.457,,
2016,1,2022,8,Left Wing Cable,,,13724833.164,705004.942,2260542.898,,
2016,1,2022,8,Other Cable,,,17453039.365,,48753.309,,
2016,1,2022,8,Right Wing Cable,,,11271022.670,,,,90080.834
2016,1,2022,8,Soft Broadcast News,8896830.798,293843.481,17670186.840,1058465.408,1557871.485,,
2016,1,2022,8,Spanish News,97316.446,178202.739,11767510.859,147461.554,,370646.838,
2016,1,2022,9,Hard Broadcast News,,7908068.879,27965779.994,,3817226.697,,
2016,1,2022,9,Left Wing Cable,,,12922207.878,447489.949,2187242.555,,
2016,1,2022,9,Other Cable,1019975.650,,17920954.963,,49302.171,,
2016,1,2022,9,Right Wing Cable,,,11294726.647,,,,195665.022
2016,1,2022,9,Soft Broadcast News,10684197.218,469283.773,17354241.600,1003461.946,1537392.084,,
2016,1,2022,9,Spanish News,95323.654,178549.636,11365987.095,172668.353,,406327.509,
2016,1,2022,10,Hard Broadcast News,,7130039.534,29783481.142,,3833243.719,,
2016,1,2022,10,Left Wing Cable,,,13827545.649,907892.865,2265414.279,,
2016,1,2022,10,Other Cable,733235.420,,17865691.395,,,,
2016,1,2022,10,Right Wing Cable,,,11479346.844,27190.485,,,178132.788
2016,1,2022,10,Soft Broadcast News,8965674.744,249514.766,17373723.549,941052.470,1476674.143,,
2016,1,2022,10,Spanish News,94062.332,144656.069,11876574.224,188966.263,,372481.263,
2016,2,2016,3,Hard Broadcast News,,3077241.975,1334247.000,1293658.541,1630837.887,1608703.960,20112.859
2016,2,2016,3,Left Wing Cable,,,,,706598.932,,
2016,2,2016,3,No or Minimal News,,593616.546,,90124.483,474569.232,57967.591,
2016,2,2016,3,Other Cable,,529050.854,,,162885.435,,
2016,2,2016,3,Soft Broadcast News,,561204.078,,110356.366,421093.068,,
2016,2,2016,3,Spanish News,,102938.930,338148.217,137348.315,40045.169,109984.797,
2016,2,2016,4,Hard Broadcast News,,1379655.563,2505200.686,800126.547,490404.863,918608.172,23069.194
2016,2,2016,4,Left Wing Cable,,,733210.494,,828868.965,7128.843,
2016,2,2016,4,Other Cable,,62441.189,1069883.539,,,136622.052,
2016,2,2016,4,Right Wing Cable,,,635891.710,80036.118,,87479.201,
2016,2,2016,4,Soft Broadcast News,,,591231.028,,,,
2016,2,2016,4,Spanish News,,23092.911,573081.874,62945.758,1576.617,138832.222,
2016,2,2016,5,Hard Broadcast News,,642785.022,3321788.645,627282.034,666426.494,1231480.264,7996.361
2016,2,2016,5,Left Wing Cable,,,1300217.034,159707.275,900621.623,445042.168,
2016,2,2016,5,Other Cable,,,1562981.724,,,195258.842,
2016,2,2016,5,Right Wing Cable,,,793700.173,38705.295,,48498.099,8192.599
2016,2,2016,5,Soft Broadcast News,,,561224.562,,,,
2016,2,2016,5,Spanish News,,12302.858,683111.652,182661.618,,114586.670,
2016,2,2016,6,Hard Broadcast News,,1420769.422,2713667.799,851992.935,952121.511,,46381.822
2016,2,2016,6,Left Wing Cable,,,939816.885,,1049787.202,,
2016,2,2016,6,Other Cable,,233530.407,1260369.860,,27316.094,,
2016,2,2016,6,Right Wing Cable,,,795896.391,,,,13677.720
2016,2,2016,6,Soft Broadcast News,750795.345,109682.175,1354451.264,442575.057,163689.944,,
2016,2,2016,6,Spanish News,,58614.331,815516.234,144006.820,,113730.638,
2016,2,2016,7,Hard Broadcast News,,4470828.728,2143705.287,1199072.660,2009286.681,,
2016,2,2016,7,Left Wing Cable,,,,,1106140.875,,
2016,2,2016,7,No or Minimal News,,561194.805,,,,,
2016,2,2016,7,Other Cable,,1340292.095,832940.341,,591146.714,,
2016,2,2016,7,Right Wing Cable,,,162123.347,,,,6678.307
2016,2,2016,7,Soft Broadcast News,4074945.171,1685711.392,1927229.825,1174671.982,1061142.065,,
2016,2,2016,7,Spanish News,94181.787,214924.946,789034.781,217937.182,,73957.771,
2016,2,2016,8,Hard Broadcast News,,1515402.986,3761739.352,1668247.305,1162884.455,1231642.925,102323.342
2016,2,2016,8,Left Wing Cable,,,1442682.711,,1457646.133,256010.543,
2016,2,2016,8,Other Cable,,299750.385,1460346.470,,223375.069,,
2016,2,2016,8,Right Wing Cable,,,1054672.282,,,,30312.662
2016,2,2016,8,Soft Broadcast News,,,1101596.567,300714.337,84877.839,,
2016,2,2016,8,Spanish News,,14423.075,910759.168,83084.795,,116810.739,
2016,2,2016,9,Hard Broadcast News,,1568686.178,,,923868.237,,19811.199
2016,2,2016,9,Left Wing Cable,,,305036.474,,1435321.486,,
2016,2,2016,9,No or Minimal News,156017.856,,,,,,
2016,2,2016,9,Other Cable,101909.069,1022389.142,1879505.791,,455702.867,,
2016,2,2016,9,Right Wing Cable,,,579393.721,,,,16117.405
2016,2,2016,9,Soft Broadcast News,1818625.796,106483.998,1357904.139,99760.367,419306.110,,
2016,2,2016,9,Spanish News,,114359.497,853859.877,47465.467,,144763.116,
2016,2,2016,10,Hard Broadcast News,,2566175.785,,,1557303.696,,
2016,2,2016,10,Left Wing Cable,,,,,1765846.940,,
2016,2,2016,10,No or Minimal News,1991270.065,184228.021,,,,,
2016,2,2016,10,Other Cable,789811.615,1625240.257,1592594.582,,512214.334,80631.027,
2016,2,2016,10,Right Wing Cable,,,421364.889,,,,6651.807
2016,2,2016,10,Soft Broadcast News,3311183.255,768354.343,1108045.090,,771792.456,,
2016,2,2016,10,Spanish News,130165.037,134455.907,757968.380,80888.258,,191509.280,
2016,2,2016,11,Hard Broadcast News,,4858205.966,,,3844367.244,,
2016,2,2016,11,Left Wing Cable,,,,,1993480.057,,
2016,2,2016,11,No or Minimal News,5050182.733,2243130.675,,,1026026.489,,
2016,2,2016,11,Other Cable,1351550.700,2472423.773,1308049.024,,1108886.101,96347.357,
2016,2,2016,11,Right Wing Cable,,,,,,,1122.452
2016,2,2016,11,Soft Broadcast News,3324796.185,955139.311,530734.977,,1547614.080,,
2016,2,2016,11,Spanish News,34598.793,152020.575,396180.749,40684.931,,159731.411,
2016,2,2016,12,Hard Broadcast News,,1036251.224,1960065.963,,2148576.555,1270315.896,
2016,2,2016,12,Left Wing Cable,,,2435681.874,,2166604.802,1293283.033,17388.073
2016,2,2016,12,Other Cable,186239.412,800328.261,2300698.260,,395572.840,523097.447,
2016,2,2016,12,Right Wing Cable,,,1247858.593,,,,
2016,2,2016,12,Soft Broadcast News,,,901936.416,,242367.311,,
2016,2,2016,12,Spanish News,68037.247,,1318357.774,34566.359,12265.073,258431.331,
2016,2,2017,1,Hard Broadcast News,,2967587.869,175330.705,,3293061.426,,
2016,2,2017,1,Left Wing Cable,,,1108247.261,,2089959.415,,
2016,2,2017,1,Other Cable,301697.670,1339941.584,1443576.389,,773918.162,,
2016,2,2017,1,Right Wing Cable,,,411311.529,,,,
2016,2,2017,1,Soft Broadcast News,2668460.491,90624.386,1325862.933,3104.812,995172.117,,
2016,2,2017,1,Spanish News,12708.537,56520.443,742142.516,79234.036,19178.815,164236.427,
2016,2,2017,2,Hard Broadcast News,,3177251.140,3886484.511,272404.532,3029577.047,,
2016,2,2017,2,Left Wing Cable,,,2267997.979,,2219049.821,,
2016,2,2017,2,Other Cable,,1110857.668,2307023.503,,533791.911,12396.654,
2016,2,2017,2,Right Wing Cable,,,1463666.449,,,,
2016,2,2017,2,Soft Broadcast News,532479.992,79368.251,2586568.549,,817009.323,,
2016,2,2017,2,Spanish News,49825.239,160600.674,1115156.792,56943.807,8796.584,194319.509,
2016,2,2017,3,Hard Broadcast News,,3356067.019,4785070.440,778105.673,2438768.698,,696.859
2016,2,2017,3,Left Wing Cable,,,2565791.569,,2223916.889,153528.901,
2016,2,2017,3,Other Cable,,1114061.516,2520390.914,,328100.490,74116.070,
2016,2,2017,3,Right Wing Cable,,,2039691.373,,,,
2016,2,2017,3,Soft Broadcast News,46559.027,,2862265.693,,461400.454,,
2016,2,2017,3,Spanish News,,139871.509,1414599.039,60238.212,5093.734,155357.920,
2016,2,2017,4,Hard Broadcast News,,3557331.814,6156129.403,1064829.861,2693104.867,205142.444,
2016,2,2017,4,Left Wing Cable,,,2549416.545,,2119809.377,2045.427,
2016,2,2017,4,Other Cable,,1005389.873,2626416.378,,483447.593,,
2016,2,2017,4,Right Wing Cable,,,2133229.671,,,,
2016,2,2017,4,Soft Broadcast News,,,3634487.336,192083.047,683734.427,,
2016,2,2017,4,Spanish News,30716.553,160682.715,1904503.011,88736.122,18824.319,129797.632,
2016,2,2017,5,Hard Broadcast News,,3781280.103,6655616.997,705141.734,2241968.283,210690.780,8711.211
2016,2,2017,5,Left Wing Cable,,,2550049.884,,2163137.317,,
2016,2,2017,5,Other Cable,,1077292.013,2794231.526,,57020.742,,
2016,2,2017,5,Right Wing Cable,,,2395911.756,,,,379.716
2016,2,2017,5,Soft Broadcast News,,122405.956,3698042.217,49973.270,503169.566,,
2016,2,2017,5,Spanish News,,166828.231,2103496.527,49262.032,,175521.275,
2016,2,2017,6,Hard Broadcast News,,3676987.489,6806854.362,349470.429,2206953.337,,
2016,2,2017,6,Left Wing Cable,,,3006173.730,,2154573.588,,
2016,2,2017,6,Other Cable,,888057.522,3830422.337,,166239.338,,
2016,2,2017,6,Right Wing Cable,,,2476116.412,,,,
2016,2,2017,6,Soft Broadcast News,2780936.891,276274.940,4764252.313,384665.257,587263.900,,
2016,2,2017,6,Spanish News,68019.610,174580.972,2425440.246,15317.286,3630.630,138648.166,
2016,2,2017,7,Hard Broadcast News,,4084796.446,9244704.887,1259706.400,1923126.157,,
2016,2,2017,7,Left Wing Cable,,,3447766.810,,2131621.259,,
2016,2,2017,7,Other Cable,,1156108.994,4522806.568,,,,
2016,2,2017,7,Right Wing Cable,,,3208414.712,256356.109,,,
2016,2,2017,7,Soft Broadcast News,1320618.571,215259.203,5545672.117,60990.940,409869.550,,
2016,2,2017,7,Spanish News,61754.125,190743.730,2748971.711,41929.426,158.501,135798.272,
2016,2,2017,8,Hard Broadcast News,,5059648.285,6539192.790,1136889.335,2267265.286,,
2016,2,2017,8,Left Wing Cable,,,2573297.649,,2093512.905,,
2016,2,2017,8,Other Cable,,1271568.059,3568348.149,,,18636.350,
2016,2,2017,8,Right Wing Cable,,,2558895.067,83732.174,,,
2016,2,2017,8,Soft Broadcast News,1344364.635,681447.881,4551181.665,,650708.033,,
2016,2,2017,8,Spanish News,69827.060,254659.633,2327129.001,11041.684,3809.694,152965.466,
2016,2,2017,9,Hard Broadcast News,,5638216.629,6501817.892,619731.971,2511012.163,,155001.551
2016,2,2017,9,Left Wing Cable,,,2025299.059,,1993928.675,,
2016,2,2017,9,Other Cable,,1419585.590,3873968.661,,25850.196,186390.075,149575.807
2016,2,2017,9,Right Wing Cable,,,2521157.882,,,,43159.130
2016,2,2017,9,Soft Broadcast News,252409.015,827644.424,3953503.941,,533293.281,,
2016,2,2017,9,Spanish News,,161216.360,1599032.172,,,94735.722,
2016,2,2017,10,Hard Broadcast News,,4014699.195,5959707.611,810947.704,2425429.544,,
2016,2,2017,10,Left Wing Cable,,,2743784.955,,2298526.528,,
2016,2,2017,10,Other Cable,,693665.452,3526199.285,,107839.039,,40589.988
