archetype,delta,start year,start month,end year,end month
Soft Broadcast News,-3558135,2021,11,2022,6
Partisan Cable (right),-777401,2021,11,2022,6
Partisan Cable (left),2535312,2021,11,2022,6
Spanish News,-929619,2021,11,2022,6
Other Cable,-1339734,2021,11,2022,6
No or Minimal News,11297246,2021,11,2022,7
Hard Broadcast News,-4534230,2021,11,2022,7
Soft Broadcast News,-3593234,2021,11,2022,7
Partisan Cable (right),-1452212,2021,11,2022,7
Partisan Cable (left),1314742,2021,11,2022,7
Spanish News,-1175870,2021,11,2022,7
Other Cable,-1837388,2021,11,2022,7
No or Minimal News,11912397,2021,11,2022,8
Hard Broadcast News,-6550966,2021,11,2022,8
Soft Broadcast News,-2423189,2021,11,2022,8
Partisan Cable (right),-1125220,2021,11,2022,8
Partisan Cable (left),1171392,2021,11,2022,8
Spanish News,-1493004,2021,11,2022,8
Other Cable,-1424788,2021,11,2022,8
No or Minimal News,5071489,2021,11,2022,9
Hard Broadcast News,1311888,2021,11,2022,9
Soft Broadcast News,-3898970,2021,11,2022,9
Partisan Cable (right),-1706481,2021,11,2022,9
Partisan Cable (left),3067265,2021,11,2022,9
Spanish News,-790689,2021,11,2022,9
Other Cable,-2820223,2021,11,2022,9
No or Minimal News,9311947,2021,11,2022,10
Hard Broadcast News,-782512,2021,11,2022,10
Soft Broadcast News,-2041221,2021,11,2022,10
Partisan Cable (right),-1807161,2021,11,2022,10
Partisan Cable (left),415474,2021,11,2022,10
Spanish News,-1288130,2021,11,2022,10
Other Cable,-2794986,2021,11,2022,10
No or Minimal News,2291023,2021,11,2022,11
Hard Broadcast News,661442,2021,11,2022,11
Soft Broadcast News,-1198002,2021,11,2022,11
Partisan Cable (right),1194160,2021,11,2022,11
Partisan Cable (left),2739972,2021,11,2022,11
Spanish News,-720047,2021,11,2022,11
Other Cable,-3849643,2021,11,2022,11
No or Minimal News,5912762,2021,11,2022,12
Hard Broadcast News,107288,2021,11,2022,12
Soft Broadcast News,-496575,2021,11,2022,12
Partisan Cable (right),-2532338,2021,11,2022,12
Partisan Cable (left),1646819,2021,11,2022,12
Spanish News,-591481,2021,11,2022,12
Other Cable,-3020116,2021,11,2022,12
No or Minimal News,7584905,2021,11,2023,1
Hard Broadcast News,997938,2021,11,2023,1
Soft Broadcast News,-1517099,2021,11,2023,1
Partisan Cable (right),-2775594,2021,11,2023,1
Partisan Cable (left),889760,2021,11,2023,1
Spanish News,-1358704,2021,11,2023,1
Other Cable,-2778460,2021,11,2023,1
No or Minimal News,13418181,2021,11,2023,2
Hard Broadcast News,-1727805,2021,11,2023,2
Soft Broadcast News,-2020728,2021,11,2023,2
Partisan Cable (right),-2648244,2021,11,2023,2
Partisan Cable (left),-424430,2021,11,2023,2
Spanish News,-1824940,2021,11,2023,2
Other Cable,-3615701,2021,11,2023,2
No or Minimal News,11874834,2021,11,2023,3
Hard Broadcast News,-438523,2021,11,2023,3
Soft Broadcast News,-2452010,2021,11,2023,3
Partisan Cable (right),-2865451,2021,11,2023,3
Partisan Cable (left),-436159,2021,11,2023,3
Spanish News,-2054419,2021,11,2023,3
Other Cable,-2555801,2021,11,2023,3
No or Minimal News,14254755,2021,11,2023,4
Hard Broadcast News,-3467360,2021,11,2023,4
Soft Broadcast News,-2465005,2021,11,2023,4
Partisan Cable (right),-2606566,2021,11,2023,4
Partisan Cable (left),1136192,2021,11,2023,4
Spanish News,-2081647,2021,11,2023,4
Other Cable,-3705942,2021,11,2023,4
No or Minimal News,15914789,2021,11,2023,5
Hard Broadcast News,-2492238,2021,11,2023,5
Soft Broadcast News,-2626255,2021,11,2023,5
Partisan Cable (right),-4468308,2021,11,2023,5
Partisan Cable (left),140585,2021,11,2023,5
Spanish News,-2314298,2021,11,2023,5
Other Cable,-3082279,2021,11,2023,5
No or Minimal News,18247948,2021,11,2023,6
Hard Broadcast News,-5543053,2021,11,2023,6
Soft Broadcast News,-3507464,2021,11,2023,6
Partisan Cable (right),-4623051,2021,11,2023,6
Partisan Cable (left),1815774,2021,11,2023,6
Spanish News,-2776530,2021,11,2023,6
Other Cable,-2546388,2021,11,2023,6
No or Minimal News,21564095,2021,11,2023,7
Hard Broadcast News,-7045983,2021,11,2023,7
Soft Broadcast News,-3150853,2021,11,2023,7
Partisan Cable (right),-4767355,2021,11,2023,7
Partisan Cable (left),-593646,2021,11,2023,7
Spanish News,-2629993,2021,11,2023,7
Other Cable,-2365690,2021,11,2023,7
No or Minimal News,16795748,2021,11,2023,8
Hard Broadcast News,-6666704,2021,11,2023,8
Soft Broadcast News,-3085077,2021,11,2023,8
Partisan Cable (right),-2645841,2021,11,2023,8
Partisan Cable (left),2396598,2021,11,2023,8
Spanish News,-2910867,2021,11,2023,8
Other Cable,-2819550,2021,11,2023,8
No or Minimal News,18664507,2021,11,2023,9
Hard Broadcast News,-3916195,2021,11,2023,9
Soft Broadcast News,-3321719,2021,11,2023,9
Partisan Cable (right),-3953742,2021,11,2023,9
Partisan Cable (left),242349,2021,11,2023,9
Spanish News,-2750481,2021,11,2023,9
Other Cable,-3085043,2021,11,2023,9
No or Minimal News,15298146,2021,11,2023,10
Hard Broadcast News,-1639982,2021,11,2023,10
Soft Broadcast News,-3974163,2021,11,2023,10
Partisan Cable (right),-2040259,2021,11,2023,10
Partisan Cable (left),3729593,2021,11,2023,10
Spanish News,-1954765,2021,11,2023,10
Other Cable,-4232697,2021,11,2023,10
No or Minimal News,18556671,2021,11,2023,11
Hard Broadcast News,-1893981,2021,11,2023,11
Soft Broadcast News,-2112690,2021,11,2023,11
Partisan Cable (right),-3960951,2021,11,2023,11
Partisan Cable (left),1176893,2021,11,2023,11
Spanish News,-1897612,2021,11,2023,11
Other Cable,-4617593,2021,11,2023,11
No or Minimal News,20055915,2021,11,2023,12
Hard Broadcast News,-1054341,2021,11,2023,12
Soft Broadcast News,-2819156,2021,11,2023,12
Partisan Cable (right),-6165523,2021,11,2023,12
Partisan Cable (left),512980,2021,11,2023,12
Spanish News,-2062240,2021,11,2023,12
Other Cable,-3271528,2021,11,2023,12
No or Minimal News,20289374,2021,11,2024,1
Hard Broadcast News,-2801254,2021,11,2024,1
Soft Broadcast News,-1726981,2021,11,2024,1
Partisan Cable (right),-5004159,2021,11,2024,1
Partisan Cable (left),331909,2021,11,2024,1
Spanish News,-2126180,2021,11,2024,1
Other Cable,-3663892,2021,11,2024,1
No or Minimal News,23920576,2021,11,2024,2
Hard Broadcast News,-2169601,2021,11,2024,2
Soft Broadcast News,-4707380,2021,11,2024,2
Partisan Cable (right),-5273583,2021,11,2024,2
Partisan Cable (left),65988,2021,11,2024,2
Spanish News,-2405386,2021,11,2024,2
Other Cable,-4182678,2021,11,2024,2
No or Minimal News,19520582,2021,11,2024,3
Hard Broadcast News,1414077,2021,11,2024,3
Soft Broadcast News,-5168703,2021,11,2024,3
Partisan Cable (right),-5021525,2021,11,2024,3
Partisan Cable (left),330933,2021,11,2024,3
Spanish News,-2379692,2021,11,2024,3
Other Cable,-3524655,2021,11,2024,3
No or Minimal News,23374722,2021,11,2024,4
Hard Broadcast News,-2812254,2021,11,2024,4
Soft Broadcast News,-4252234,2021,11,2024,4
Partisan Cable (right),-5466630,2021,11,2024,4
Partisan Cable (left),1016318,2021,11,2024,4
Spanish News,-2429796,2021,11,2024,4
Other Cable,-4130866,2021,11,2024,4
No or Minimal News,26163206,2021,11,2024,5
Hard Broadcast News,-5081378,2021,11,2024,5
Soft Broadcast News,-3825960,2021,11,2024,5
Partisan Cable (right),-5205269,2021,11,2024,5
Partisan Cable (left),1196735,2021,11,2024,5
Spanish News,-2564236,2021,11,2024,5
Other Cable,-5413227,2021,11,2024,5
No or Minimal News,18848279,2021,11,2024,6
Hard Broadcast News,-787022,2021,11,2024,6
Soft Broadcast News,-5383596,2021,11,2024,6
Partisan Cable (right),-4027625,2021,11,2024,6
Partisan Cable (left),3079565,2021,11,2024,6
Spanish News,-2256112,2021,11,2024,6
Other Cable,-4291398,2021,11,2024,6
No or Minimal News,13531450,2021,11,2024,7
Hard Broadcast News,2111972,2021,11,2024,7
Soft Broadcast News,-7191781,2021,11,2024,7
Partisan Cable (right),958513,2021,11,2024,7
Partisan Cable (left),4312141,2021,11,2024,7
Spanish News,-2003719,2021,11,2024,7
Other Cable,-6429792,2021,11,2024,7
No or Minimal News,20279406,2021,11,2024,8
Hard Broadcast News,-2838756,2021,11,2024,8
Soft Broadcast News,-6420445,2021,11,2024,8
Partisan Cable (right),-2663332,2021,11,2024,8
Partisan Cable (left),5860956,2021,11,2024,8
Spanish News,-3115763,2021,11,2024,8
Other Cable,-5527996,2021,11,2024,8
No or Minimal News,9459242,2021,11,2024,9
Hard Broadcast News,11125171,2021,11,2024,9
Soft Broadcast News,-6665737,2021,11,2024,9
Partisan Cable (right),-2343227,2021,11,2024,9
Partisan Cable (left),3569618,2021,11,2024,9
Spanish News,-2893827,2021,11,2024,9
Other Cable,-5192073,2021,11,2024,9
No or Minimal News,16906446,2021,11,2024,10
Hard Broadcast News,2369015,2021,11,2024,10
Soft Broadcast News,-5620739,2021,11,2024,10
Partisan Cable (right),-1321997,2021,11,2024,10
Partisan Cable (left),3552068,2021,11,2024,10
Spanish News,-2600333,2021,11,2024,10
Other Cable,-6157657,2021,11,2024,10
No or Minimal News,7533525,2021,11,2024,11
Hard Broadcast News,6489192,2021,11,2024,11
Soft Broadcast News,-6191812,2021,11,2024,11
Partisan Cable (right),3816812,2021,11,2024,11
Partisan Cable (left),4132411,2021,11,2024,11
Spanish News,-2247713,2021,11,2024,11
Other Cable,-6454711,2021,11,2024,11
No or Minimal News,28573710,2021,11,2024,12
Hard Broadcast News,-2340163,2021,11,2024,12
Soft Broadcast News,-4062409,2021,11,2024,12
Partisan Cable (right),-3031786,2021,11,2024,12
Partisan Cable (left),-4045054,2021,11,2024,12
Spanish News,-3322809,2021,11,2024,12
Other Cable,-4800528,2021,11,2024,12
No or Minimal News,14963228,2021,11,2025,1
Hard Broadcast News,7732818,2021,11,2025,1
Soft Broadcast News,-8008342,2021,11,2025,1
Partisan Cable (right),1481214,2021,11,2025,1
Partisan Cable (left),-1188258,2021,11,2025,1
Spanish News,-2255984,2021,11,2025,1
Other Cable,-5667795,2021,11,2025,1
No or Minimal News,30452929,2021,11,2025,2
Hard Broadcast News,-4899270,2021,11,2025,2
Soft Broadcast News,-7047232,2021,11,2025,2
Partisan Cable (right),-622420,2021,11,2025,2
Partisan Cable (left),-2216014,2021,11,2025,2
Spanish News,-2749453,2021,11,2025,2
Other Cable,-5885291,2021,11,2025,2
No or Minimal News,24961301,2021,11,2025,3
Hard Broadcast News,931802,2021,11,2025,3
Soft Broadcast News,-7915040,2021,11,2025,3
Partisan Cable (right),-940740,2021,11,2025,3
Partisan Cable (left),-2190292,2021,11,2025,3
Spanish News,-2469173,2021,11,2025,3
Other Cable,-5300069,2021,11,2025,3
No or Minimal News,32455553,2021,11,2025,4
Hard Broadcast News,-5226866,2021,11,2025,4
Soft Broadcast News,-7437574,2021,11,2025,4
Partisan Cable (right),-2808326,2021,11,2025,4
Partisan Cable (left),-2103306,2021,11,2025,4
Spanish News,-2294362,2021,11,2025,4
Other Cable,-5466002,2021,11,2025,4
No or Minimal News,33989127,2021,11,2025,5
Hard Broadcast News,-4600689,2021,11,2025,5
Soft Broadcast News,-7062785,2021,11,2025,5
Partisan Cable (right),-3754814,2021,11,2025,5
Partisan Cable (left),-3435846,2021,11,2025,5
Spanish News,-2518551,2021,11,2025,5
Other Cable,-5560959,2021,11,2025,5
No or Minimal News,32362828,2021,11,2025,6
Hard Broadcast News,-7619352,2021,11,2025,6
Soft Broadcast News,-7904360,2021,11,2025,6
Partisan Cable (right),-948186,2021,11,2025,6
Partisan Cable (left),35351,2021,11,2025,6
Spanish News,-2672428,2021,11,2025,6
Other Cable,-6173508,2021,11,2025,6
No or Minimal News,38542999,2021,11,2025,7
Hard Broadcast News,-8533096,2021,11,2025,7
Soft Broadcast News,-7715611,2021,11,2025,7
Partisan Cable (right),-3225381,2021,11,2025,7
Partisan Cable (left),-2257728,2021,11,2025,7
Spanish News,-3145490,2021,11,2025,7
Other Cable,-6617963,2021,11,2025,7
No or Minimal News,40568987,2021,11,2025,8
Hard Broadcast News,-7689979,2021,11,2025,8
Soft Broadcast News,-7138660,2021,11,2025,8
Partisan Cable (right),-4514154,2021,11,2025,8
Partisan Cable (left),-3680516,2021,11,2025,8
Spanish News,-3411724,2021,11,2025,8
Other Cable,-7108117,2021,11,2025,8
No or Minimal News,37414741,2021,11,2025,9
Hard Broadcast News,-6522562,2021,11,2025,9
Soft Broadcast News,-7145132,2021,11,2025,9
Partisan Cable (right),-1187029,2021,11,2025,9
Partisan Cable (left),-2091273,2021,11,2025,9
Spanish News,-3155468,2021,11,2025,9
Other Cable,-6362490,2021,11,2025,9
No or Minimal News,-2648864,2021,12,2022,1
Hard Broadcast News,3589285,2021,12,2022,1
Soft Broadcast News,-648603,2021,12,2022,1
Partisan Cable (right),26275,2021,12,2022,1
Partisan Cable (left),-1564900,2021,12,2022,1
Spanish News,92460,2021,12,2022,1
Other Cable,1161463,2021,12,2022,1
No or Minimal News,847671,2021,12,2022,2
Hard Broadcast News,-3901451,2021,12,2022,2
Soft Broadcast News,-1492152,2021,12,2022,2
Partisan Cable (right),3282529,2021,12,2022,2
Partisan Cable (left),3189763,2021,12,2022,2
Spanish News,-469774,2021,12,2022,2
Other Cable,-1366822,2021,12,2022,2
No or Minimal News,-3177936,2021,12,2022,3
Hard Broadcast News,-1438344,2021,12,2022,3
Soft Broadcast News,-3108574,2021,12,2022,3
Partisan Cable (right),4572540,2021,12,2022,3
Partisan Cable (left),4011762,2021,12,2022,3
Spanish News,-200347,2021,12,2022,3
Other Cable,-663183,2021,12,2022,3
No or Minimal News,6014457,2021,12,2022,4
Hard Broadcast News,-2833682,2021,12,2022,4
Soft Broadcast News,-2847904,2021,12,2022,4
Partisan Cable (right),1822088,2021,12,2022,4
Partisan Cable (left),-402195,2021,12,2022,4
Spanish News,-1219298,2021,12,2022,4
Other Cable,-579032,2021,12,2022,4
No or Minimal News,5764661,2021,12,2022,5
Hard Broadcast News,-2748219,2021,12,2022,5
Soft Broadcast News,-2380152,2021,12,2022,5
Partisan Cable (right),1112836,2021,12,2022,5
Partisan Cable (left),-764183,2021,12,2022,5
Spanish News,-830396,2021,12,2022,5
Other Cable,-202628,2021,12,2022,5
No or Minimal News,7305294,2021,12,2022,6
Hard Broadcast News,-3400458,2021,12,2022,6
Soft Broadcast News,-4208602,2021,12,2022,6
Partisan Cable (right),992898,2021,12,2022,6
Partisan Cable (left),1509501,2021,12,2022,6
Spanish News,-1179846,2021,12,2022,6
Other Cable,-1042980,2021,12,2022,6
No or Minimal News,12075430,2021,12,2022,7
Hard Broadcast News,-5461814,2021,12,2022,7
Soft Broadcast News,-4243701,2021,12,2022,7
Partisan Cable (right),318087,2021,12,2022,7
Partisan Cable (left),288931,2021,12,2022,7
Spanish News,-1426098,2021,12,2022,7
Other Cable,-1540633,2021,12,2022,7
No or Minimal News,12690581,2021,12,2022,8
Hard Broadcast News,-7478550,2021,12,2022,8
Soft Broadcast News,-3073656,2021,12,2022,8
Partisan Cable (right),645078,2021,12,2022,8
Partisan Cable (left),145581,2021,12,2022,8
Spanish News,-1743232,2021,12,2022,8
Other Cable,-1128034,2021,12,2022,8
No or Minimal News,5849673,2021,12,2022,9
Hard Broadcast News,384305,2021,12,2022,9
Soft Broadcast News,-4549437,2021,12,2022,9
Partisan Cable (right),63818,2021,12,2022,9
Partisan Cable (left),2041453,2021,12,2022,9
Spanish News,-1040917,2021,12,2022,9
Other Cable,-2523468,2021,12,2022,9
No or Minimal News,10090131,2021,12,2022,10
Hard Broadcast News,-1710095,2021,12,2022,10
Soft Broadcast News,-2691688,2021,12,2022,10
Partisan Cable (right),-36863,2021,12,2022,10
Partisan Cable (left),-610338,2021,12,2022,10
Spanish News,-1538358,2021,12,2022,10
Other Cable,-2498232,2021,12,2022,10
No or Minimal News,3069207,2021,12,2022,11
Hard Broadcast News,-266142,2021,12,2022,11
Soft Broadcast News,-1848469,2021,12,2022,11
Partisan Cable (right),2964459,2021,12,2022,11
Partisan Cable (left),1714160,2021,12,2022,11
Spanish News,-970274,2021,12,2022,11
Other Cable,-3552889,2021,12,2022,11
No or Minimal News,6690946,2021,12,2022,12
Hard Broadcast News,-820296,2021,12,2022,12
Soft Broadcast News,-1147042,2021,12,2022,12
Partisan Cable (right),-762040,2021,12,2022,12
Partisan Cable (left),621008,2021,12,2022,12
Spanish News,-841709,2021,12,2022,12
Other Cable,-2723361,2021,12,2022,12
No or Minimal News,8363089,2021,12,2023,1
Hard Broadcast News,70354,2021,12,2023,1
Soft Broadcast News,-2167566,2021,12,2023,1
Partisan Cable (right),-1005296,2021,12,2023,1
Partisan Cable (left),-136052,2021,12,2023,1
Spanish News,-1608932,2021,12,2023,1
Other Cable,-2481705,2021,12,2023,1
No or Minimal News,14196365,2021,12,2023,2
Hard Broadcast News,-2655389,2021,12,2023,2
Soft Broadcast News,-2671195,2021,12,2023,2
Partisan Cable (right),-877945,2021,12,2023,2
Partisan Cable (left),-1450242,2021,12,2023,2
Spanish News,-2075167,2021,12,2023,2
Other Cable,-3318947,2021,12,2023,2
No or Minimal News,12653018,2021,12,2023,3
Hard Broadcast News,-1366107,2021,12,2023,3
Soft Broadcast News,-3102477,2021,12,2023,3
Partisan Cable (right),-1095152,2021,12,2023,3
Partisan Cable (left),-1461971,2021,12,2023,3
Spanish News,-2304646,2021,12,2023,3
Other Cable,-2259047,2021,12,2023,3
No or Minimal News,15032939,2021,12,2023,4
Hard Broadcast News,-4394944,2021,12,2023,4
Soft Broadcast News,-3115472,2021,12,2023,4
Partisan Cable (right),-836268,2021,12,2023,4
Partisan Cable (left),110380,2021,12,2023,4
Spanish News,-2331874,2021,12,2023,4
Other Cable,-3409188,2021,12,2023,4
No or Minimal News,16692973,2021,12,2023,5
Hard Broadcast News,-3419822,2021,12,2023,5
Soft Broadcast News,-3276722,2021,12,2023,5
Partisan Cable (right),-2698010,2021,12,2023,5
Partisan Cable (left),-885227,2021,12,2023,5
Spanish News,-2564525,2021,12,2023,5
Other Cable,-2785524,2021,12,2023,5
No or Minimal News,19026131,2021,12,2023,6
Hard Broadcast News,-6470637,2021,12,2023,6
Soft Broadcast News,-4157932,2021,12,2023,6
Partisan Cable (right),-2852753,2021,12,2023,6
Partisan Cable (left),789962,2021,12,2023,6
Spanish News,-3026757,2021,12,2023,6
Other Cable,-2249633,2021,12,2023,6
No or Minimal News,22342279,2021,12,2023,7
Hard Broadcast News,-7973567,2021,12,2023,7
Soft Broadcast News,-3801321,2021,12,2023,7
Partisan Cable (right),-2997057,2021,12,2023,7
Partisan Cable (left),-1619458,2021,12,2023,7
Spanish News,-2880221,2021,12,2023,7
Other Cable,-2068936,2021,12,2023,7
No or Minimal News,17573932,2021,12,2023,8
Hard Broadcast News,-7594288,2021,12,2023,8
Soft Broadcast News,-3735545,2021,12,2023,8
Partisan Cable (right),-875543,2021,12,2023,8
Partisan Cable (left),1370786,2021,12,2023,8
Spanish News,-3161095,2021,12,2023,8
Other Cable,-2522796,2021,12,2023,8
No or Minimal News,19442691,2021,12,2023,9
Hard Broadcast News,-4843779,2021,12,2023,9
Soft Broadcast News,-3972186,2021,12,2023,9
Partisan Cable (right),-2183444,2021,12,2023,9
Partisan Cable (left),-783463,2021,12,2023,9
Spanish News,-3000708,2021,12,2023,9
Other Cable,-2788288,2021,12,2023,9
No or Minimal News,16076330,2021,12,2023,10
Hard Broadcast News,-2567566,2021,12,2023,10
Soft Broadcast News,-4624631,2021,12,2023,10
Partisan Cable (right),-269961,2021,12,2023,10
Partisan Cable (left),2703782,2021,12,2023,10
Spanish News,-2204993,2021,12,2023,10
Other Cable,-3935943,2021,12,2023,10
No or Minimal News,19334855,2021,12,2023,11
Hard Broadcast News,-2821565,2021,12,2023,11
Soft Broadcast News,-2763157,2021,12,2023,11
Partisan Cable (right),-2190653,2021,12,2023,11
Partisan Cable (left),151081,2021,12,2023,11
Spanish News,-2147840,2021,12,2023,11
Other Cable,-4320838,2021,12,2023,11
No or Minimal News,20834099,2021,12,2023,12
Hard Broadcast News,-1981925,2021,12,2023,12
Soft Broadcast News,-3469623,2021,12,2023,12
Partisan Cable (right),-4395225,2021,12,2023,12
Partisan Cable (left),-512832,2021,12,2023,12
Spanish News,-2312468,2021,12,2023,12
Other Cable,-2974774,2021,12,2023,12
No or Minimal News,21067558,2021,12,2024,1
Hard Broadcast News,-3728837,2021,12,2024,1
Soft Broadcast News,-2377448,2021,12,2024,1
Partisan Cable (right),-3233861,2021,12,2024,1
Partisan Cable (left),-693903,2021,12,2024,1
Spanish News,-2376407,2021,12,2024,1
Other Cable,-3367138,2021,12,2024,1
No or Minimal News,24698759,2021,12,2024,2
Hard Broadcast News,-3097185,2021,12,2024,2
Soft Broadcast News,-5357847,2021,12,2024,2
Partisan Cable (right),-3503284,2021,12,2024,2
Partisan Cable (left),-959824,2021,12,2024,2
Spanish News,-2655613,2021,12,2024,2
Other Cable,-3885924,2021,12,2024,2
No or Minimal News,20298766,2021,12,2024,3
Hard Broadcast News,486493,2021,12,2024,3
Soft Broadcast News,-5819170,2021,12,2024,3
Partisan Cable (right),-3251226,2021,12,2024,3
Partisan Cable (left),-694879,2021,12,2024,3
