archetype,delta,start year,start month,end year,end month
Hard Broadcast News,-18174244,2016,1,2023,4
Soft Broadcast News,-25527956,2016,1,2023,4
Partisan Cable (right),-199581,2016,1,2023,4
Partisan Cable (left),-977731,2016,1,2023,4
Spanish News,-6694200,2016,1,2023,4
Other Cable,-4713690,2016,1,2023,4
No or Minimal News,72958304,2016,1,2023,5
Hard Broadcast News,-17199123,2016,1,2023,5
Soft Broadcast News,-25689207,2016,1,2023,5
Partisan Cable (right),-2061323,2016,1,2023,5
Partisan Cable (left),-1973338,2016,1,2023,5
Spanish News,-6926851,2016,1,2023,5
Other Cable,-4090027,2016,1,2023,5
No or Minimal News,75291463,2016,1,2023,6
Hard Broadcast News,-20249938,2016,1,2023,6
Soft Broadcast News,-26570416,2016,1,2023,6
Partisan Cable (right),-2216066,2016,1,2023,6
Partisan Cable (left),-298149,2016,1,2023,6
Spanish News,-7389083,2016,1,2023,6
Other Cable,-3554136,2016,1,2023,6
No or Minimal News,78607610,2016,1,2023,7
Hard Broadcast News,-21752867,2016,1,2023,7
Soft Broadcast News,-26213805,2016,1,2023,7
Partisan Cable (right),-2360370,2016,1,2023,7
Partisan Cable (left),-2707569,2016,1,2023,7
Spanish News,-7242546,2016,1,2023,7
Other Cable,-3373438,2016,1,2023,7
No or Minimal News,73839263,2016,1,2023,8
Hard Broadcast News,-21373589,2016,1,2023,8
Soft Broadcast News,-26148029,2016,1,2023,8
Partisan Cable (right),-238856,2016,1,2023,8
Partisan Cable (left),282675,2016,1,2023,8
Spanish News,-7523420,2016,1,2023,8
Other Cable,-3827298,2016,1,2023,8
No or Minimal News,75708022,2016,1,2023,9
Hard Broadcast News,-18623079,2016,1,2023,9
Soft Broadcast News,-26384671,2016,1,2023,9
Partisan Cable (right),-1546757,2016,1,2023,9
Partisan Cable (left),-1871574,2016,1,2023,9
Spanish News,-7363034,2016,1,2023,9
Other Cable,-4092791,2016,1,2023,9
No or Minimal News,72341661,2016,1,2023,10
Hard Broadcast News,-16346867,2016,1,2023,10
Soft Broadcast News,-27037115,2016,1,2023,10
Partisan Cable (right),366726,2016,1,2023,10
Partisan Cable (left),1615671,2016,1,2023,10
Spanish News,-6567318,2016,1,2023,10
Other Cable,-5240445,2016,1,2023,10
No or Minimal News,75600186,2016,1,2023,11
Hard Broadcast News,-16600865,2016,1,2023,11
Soft Broadcast News,-25175642,2016,1,2023,11
Partisan Cable (right),-1553967,2016,1,2023,11
Partisan Cable (left),-937030,2016,1,2023,11
Spanish News,-6510165,2016,1,2023,11
Other Cable,-5625341,2016,1,2023,11
No or Minimal News,77099430,2016,1,2023,12
Hard Broadcast News,-15761225,2016,1,2023,12
Soft Broadcast News,-25882108,2016,1,2023,12
Partisan Cable (right),-3758538,2016,1,2023,12
Partisan Cable (left),-1600943,2016,1,2023,12
Spanish News,-6674793,2016,1,2023,12
Other Cable,-4279276,2016,1,2023,12
No or Minimal News,77332889,2016,1,2024,1
Hard Broadcast News,-17508138,2016,1,2024,1
Soft Broadcast News,-24789932,2016,1,2024,1
Partisan Cable (right),-2597174,2016,1,2024,1
Partisan Cable (left),-1782014,2016,1,2024,1
Spanish News,-6738733,2016,1,2024,1
Other Cable,-4671640,2016,1,2024,1
No or Minimal News,80964090,2016,1,2024,2
Hard Broadcast News,-16876485,2016,1,2024,2
Soft Broadcast News,-27770331,2016,1,2024,2
Partisan Cable (right),-2866598,2016,1,2024,2
Partisan Cable (left),-2047935,2016,1,2024,2
Spanish News,-7017939,2016,1,2024,2
Other Cable,-5190426,2016,1,2024,2
No or Minimal News,76564097,2016,1,2024,3
Hard Broadcast News,-13292808,2016,1,2024,3
Soft Broadcast News,-28231654,2016,1,2024,3
Partisan Cable (right),-2614540,2016,1,2024,3
Partisan Cable (left),-1782990,2016,1,2024,3
Spanish News,-6992245,2016,1,2024,3
Other Cable,-4532403,2016,1,2024,3
No or Minimal News,80418237,2016,1,2024,4
Hard Broadcast News,-17519138,2016,1,2024,4
Soft Broadcast News,-27315186,2016,1,2024,4
Partisan Cable (right),-3059646,2016,1,2024,4
Partisan Cable (left),-1097605,2016,1,2024,4
Spanish News,-7042349,2016,1,2024,4
Other Cable,-5138614,2016,1,2024,4
No or Minimal News,83206721,2016,1,2024,5
Hard Broadcast News,-19788262,2016,1,2024,5
Soft Broadcast News,-26888911,2016,1,2024,5
Partisan Cable (right),-2798284,2016,1,2024,5
Partisan Cable (left),-917187,2016,1,2024,5
Spanish News,-7176789,2016,1,2024,5
Other Cable,-6420975,2016,1,2024,5
No or Minimal News,75891794,2016,1,2024,6
Hard Broadcast News,-15493906,2016,1,2024,6
Soft Broadcast News,-28446548,2016,1,2024,6
Partisan Cable (right),-1620640,2016,1,2024,6
Partisan Cable (left),965642,2016,1,2024,6
Spanish News,-6868665,2016,1,2024,6
Other Cable,-5299146,2016,1,2024,6
No or Minimal News,70574965,2016,1,2024,7
Hard Broadcast News,-12594913,2016,1,2024,7
Soft Broadcast News,-30254732,2016,1,2024,7
Partisan Cable (right),3365498,2016,1,2024,7
Partisan Cable (left),2198218,2016,1,2024,7
Spanish News,-6616272,2016,1,2024,7
Other Cable,-7437540,2016,1,2024,7
No or Minimal News,77322921,2016,1,2024,8
Hard Broadcast News,-17545641,2016,1,2024,8
Soft Broadcast News,-29483396,2016,1,2024,8
Partisan Cable (right),-256348,2016,1,2024,8
Partisan Cable (left),3747033,2016,1,2024,8
Spanish News,-7728316,2016,1,2024,8
Other Cable,-6535743,2016,1,2024,8
No or Minimal News,66502757,2016,1,2024,9
Hard Broadcast News,-3581713,2016,1,2024,9
Soft Broadcast News,-29728689,2016,1,2024,9
Partisan Cable (right),63757,2016,1,2024,9
Partisan Cable (left),1455695,2016,1,2024,9
Spanish News,-7506380,2016,1,2024,9
Other Cable,-6199821,2016,1,2024,9
No or Minimal News,73949961,2016,1,2024,10
Hard Broadcast News,-12337869,2016,1,2024,10
Soft Broadcast News,-28683690,2016,1,2024,10
Partisan Cable (right),1084988,2016,1,2024,10
Partisan Cable (left),1438145,2016,1,2024,10
Spanish News,-7212886,2016,1,2024,10
Other Cable,-7165405,2016,1,2024,10
No or Minimal News,64577040,2016,1,2024,11
Hard Broadcast News,-8217692,2016,1,2024,11
Soft Broadcast News,-29254763,2016,1,2024,11
Partisan Cable (right),6223797,2016,1,2024,11
Partisan Cable (left),2018488,2016,1,2024,11
Spanish News,-6860266,2016,1,2024,11
Other Cable,-7462458,2016,1,2024,11
No or Minimal News,85617225,2016,1,2024,12
Hard Broadcast News,-17047047,2016,1,2024,12
Soft Broadcast News,-27125360,2016,1,2024,12
Partisan Cable (right),-624801,2016,1,2024,12
Partisan Cable (left),-6158977,2016,1,2024,12
Spanish News,-7935362,2016,1,2024,12
Other Cable,-5808275,2016,1,2024,12
No or Minimal News,72006743,2016,1,2025,1
Hard Broadcast News,-6974066,2016,1,2025,1
Soft Broadcast News,-31071293,2016,1,2025,1
Partisan Cable (right),3888199,2016,1,2025,1
Partisan Cable (left),-3302181,2016,1,2025,1
Spanish News,-6868537,2016,1,2025,1
Other Cable,-6675543,2016,1,2025,1
No or Minimal News,87496444,2016,1,2025,2
Hard Broadcast News,-19606155,2016,1,2025,2
Soft Broadcast News,-30110184,2016,1,2025,2
Partisan Cable (right),1784565,2016,1,2025,2
Partisan Cable (left),-4329936,2016,1,2025,2
Spanish News,-7362006,2016,1,2025,2
Other Cable,-6893039,2016,1,2025,2
No or Minimal News,82004816,2016,1,2025,3
Hard Broadcast News,-13775083,2016,1,2025,3
Soft Broadcast News,-30977992,2016,1,2025,3
Partisan Cable (right),1466245,2016,1,2025,3
Partisan Cable (left),-4304215,2016,1,2025,3
Spanish News,-7081727,2016,1,2025,3
Other Cable,-6307816,2016,1,2025,3
No or Minimal News,89499068,2016,1,2025,4
Hard Broadcast News,-19933750,2016,1,2025,4
Soft Broadcast News,-30500525,2016,1,2025,4
Partisan Cable (right),-401341,2016,1,2025,4
Partisan Cable (left),-4217228,2016,1,2025,4
Spanish News,-6906915,2016,1,2025,4
Other Cable,-6473750,2016,1,2025,4
No or Minimal News,91032642,2016,1,2025,5
Hard Broadcast News,-19307573,2016,1,2025,5
Soft Broadcast News,-30125737,2016,1,2025,5
Partisan Cable (right),-1347829,2016,1,2025,5
Partisan Cable (left),-5549768,2016,1,2025,5
Spanish News,-7131104,2016,1,2025,5
Other Cable,-6568707,2016,1,2025,5
No or Minimal News,89406343,2016,1,2025,6
Hard Broadcast News,-22326237,2016,1,2025,6
Soft Broadcast News,-30967312,2016,1,2025,6
Partisan Cable (right),1458799,2016,1,2025,6
Partisan Cable (left),-2078572,2016,1,2025,6
Spanish News,-7284981,2016,1,2025,6
Other Cable,-7181256,2016,1,2025,6
No or Minimal News,95586514,2016,1,2025,7
Hard Broadcast News,-23239981,2016,1,2025,7
Soft Broadcast News,-30778563,2016,1,2025,7
Partisan Cable (right),-818396,2016,1,2025,7
Partisan Cable (left),-4371651,2016,1,2025,7
Spanish News,-7758043,2016,1,2025,7
Other Cable,-7625711,2016,1,2025,7
No or Minimal News,97612502,2016,1,2025,8
Hard Broadcast News,-22396864,2016,1,2025,8
Soft Broadcast News,-30201612,2016,1,2025,8
Partisan Cable (right),-2107169,2016,1,2025,8
Partisan Cable (left),-5794439,2016,1,2025,8
Spanish News,-8024277,2016,1,2025,8
Other Cable,-8115865,2016,1,2025,8
No or Minimal News,94458256,2016,1,2025,9
Hard Broadcast News,-21229446,2016,1,2025,9
Soft Broadcast News,-30208084,2016,1,2025,9
Partisan Cable (right),1219956,2016,1,2025,9
Partisan Cable (left),-4205196,2016,1,2025,9
Spanish News,-7768022,2016,1,2025,9
Other Cable,-7370238,2016,1,2025,9
No or Minimal News,-3789301,2016,2,2016,3
Hard Broadcast News,-5910480,2016,2,2016,3
Soft Broadcast News,-567543,2016,2,2016,3
Partisan Cable (right),3669616,2016,2,2016,3
Partisan Cable (left),4519855,2016,2,2016,3
Spanish News,-813394,2016,2,2016,3
Other Cable,2833517,2016,2,2016,3
No or Minimal News,2648666,2016,2,2016,4
Hard Broadcast News,-4266629,2016,2,2016,4
Soft Broadcast News,471143,2016,2,2016,4
Partisan Cable (right),280589,2016,2,2016,4
Partisan Cable (left),-72627,2016,2,2016,4
Spanish News,-737942,2016,2,2016,4
Other Cable,1534022,2016,2,2016,4
No or Minimal News,5170134,2016,2,2016,5
Hard Broadcast News,-4598634,2016,2,2016,5
Soft Broadcast News,1150347,2016,2,2016,5
Partisan Cable (right),443144,2016,2,2016,5
Partisan Cable (left),-2062863,2016,2,2016,5
Spanish News,-678293,2016,2,2016,5
Other Cable,442741,2016,2,2016,5
No or Minimal News,4704489,2016,2,2016,6
Hard Broadcast News,-5155977,2016,2,2016,6
Soft Broadcast News,-2492990,2016,2,2016,6
Partisan Cable (right),1091705,2016,2,2016,6
Partisan Cable (left),630649,2016,2,2016,6
Spanish News,280838,2016,2,2016,6
Other Cable,929522,2016,2,2016,6
No or Minimal News,-2002667,2016,2,2016,7
Hard Broadcast News,443236,2016,2,2016,7
Soft Broadcast News,-12435700,2016,2,2016,7
Partisan Cable (right),4347919,2016,2,2016,7
Partisan Cable (left),8176414,2016,2,2016,7
Spanish News,-1168324,2016,2,2016,7
Other Cable,2513560,2016,2,2016,7
No or Minimal News,2761205,2016,2,2016,8
Hard Broadcast News,-4763654,2016,2,2016,8
Soft Broadcast News,-608990,2016,2,2016,8
Partisan Cable (right),1453738,2016,2,2016,8
Partisan Cable (left),-948675,2016,2,2016,8
Spanish News,-662758,2016,2,2016,8
Other Cable,3130488,2016,2,2016,8
No or Minimal News,-3318354,2016,2,2016,9
Hard Broadcast News,4900594,2016,2,2016,9
Soft Broadcast News,-3225549,2016,2,2016,9
Partisan Cable (right),2862482,2016,2,2016,9
Partisan Cable (left),2391266,2016,2,2016,9
Spanish News,-361997,2016,2,2016,9
Other Cable,904538,2016,2,2016,9
No or Minimal News,-7232787,2016,2,2016,10
Hard Broadcast News,8931932,2016,2,2016,10
Soft Broadcast News,-5817619,2016,2,2016,10
Partisan Cable (right),4568860,2016,2,2016,10
Partisan Cable (left),5344513,2016,2,2016,10
Spanish News,-190601,2016,2,2016,10
Other Cable,-1475807,2016,2,2016,10
No or Minimal News,-16083201,2016,2,2016,11
Hard Broadcast News,8248294,2016,2,2016,11
Soft Broadcast News,-7442565,2016,2,2016,11
Partisan Cable (right),10485350,2016,2,2016,11
Partisan Cable (left),11208293,2016,2,2016,11
Spanish News,186160,2016,2,2016,11
Other Cable,-2331586,2016,2,2016,11
No or Minimal News,3373259,2016,2,2016,12
Hard Broadcast News,-2965666,2016,2,2016,12
Soft Broadcast News,2164501,2016,2,2016,12
Partisan Cable (right),4075418,2016,2,2016,12
Partisan Cable (left),-2565617,2016,2,2016,12
Spanish News,-464895,2016,2,2016,12
Other Cable,573789,2016,2,2016,12
No or Minimal News,-4823664,2016,2,2017,1
Hard Broadcast News,4032075,2016,2,2017,1
Soft Broadcast News,-5219980,2016,2,2017,1
Partisan Cable (right),7250249,2016,2,2017,1
Partisan Cable (left),3446080,2016,2,2017,1
Spanish News,-32256,2016,2,2017,1
Other Cable,-425548,2016,2,2017,1
No or Minimal News,4868657,2016,2,2017,2
Hard Broadcast News,-3635686,2016,2,2017,2
Soft Broadcast News,-4203692,2016,2,2017,2
Partisan Cable (right),5851082,2016,2,2017,2
Partisan Cable (left),2316760,2016,2,2017,2
Spanish News,-241436,2016,2,2017,2
Other Cable,-696873,2016,2,2017,2
No or Minimal News,5633544,2016,2,2017,3
Hard Broadcast News,-5238451,2016,2,2017,3
Soft Broadcast News,-2766169,2016,2,2017,3
Partisan Cable (right),4212568,2016,2,2017,3
Partisan Cable (left),1986905,2016,2,2017,3
Spanish News,-707247,2016,2,2017,3
Other Cable,1118632,2016,2,2017,3
No or Minimal News,8995728,2016,2,2017,4
Hard Broadcast News,-7637988,2016,2,2017,4
Soft Broadcast News,-3969107,2016,2,2017,4
Partisan Cable (right),4772129,2016,2,2017,4
Partisan Cable (left),2757931,2016,2,2017,4
Spanish News,-1118983,2016,2,2017,4
Other Cable,418063,2016,2,2017,4
No or Minimal News,10003333,2016,2,2017,5
Hard Broadcast News,-8759385,2016,2,2017,5
Soft Broadcast News,-3276946,2016,2,2017,5
Partisan Cable (right),3726295,2016,2,2017,5
Partisan Cable (left),3318060,2016,2,2017,5
Spanish News,-889332,2016,2,2017,5
Other Cable,120915,2016,2,2017,5
No or Minimal News,12268889,2016,2,2017,6
Hard Broadcast News,-5395798,2016,2,2017,6
Soft Broadcast News,-7662262,2016,2,2017,6
Partisan Cable (right),3828043,2016,2,2017,6
Partisan Cable (left),2599096,2016,2,2017,6
Spanish News,-1043774,2016,2,2017,6
Other Cable,-393477,2016,2,2017,6
No or Minimal News,16156497,2016,2,2017,7
Hard Broadcast News,-9183699,2016,2,2017,7
Soft Broadcast News,-7297960,2016,2,2017,7
Partisan Cable (right),2311917,2016,2,2017,7
Partisan Cable (left),2457208,2016,2,2017,7
Spanish News,-1208225,2016,2,2017,7
Other Cable,912257,2016,2,2017,7
No or Minimal News,8489386,2016,2,2017,8
Hard Broadcast News,-6547400,2016,2,2017,8
Soft Broadcast News,-6961828,2016,2,2017,8
Partisan Cable (right),4041011,2016,2,2017,8
Partisan Cable (left),5957885,2016,2,2017,8
Spanish News,-1235769,2016,2,2017,8
Other Cable,804918,2016,2,2017,8
No or Minimal News,5943948,2016,2,2017,9
Hard Broadcast News,-8255177,2016,2,2017,9
Soft Broadcast News,-3983358,2016,2,2017,9
Partisan Cable (right),4705065,2016,2,2017,9
Partisan Cable (left),8169234,2016,2,2017,9
Spanish News,254821,2016,2,2017,9
Other Cable,-212305,2016,2,2017,9
No or Minimal News,6813123,2016,2,2017,10
Hard Broadcast News,-5802806,2016,2,2017,10
Soft Broadcast News,-3497640,2016,2,2017,10
Partisan Cable (right),5175454,2016,2,2017,10
Partisan Cable (left),3769442,2016,2,2017,10
Spanish News,-1020527,2016,2,2017,10
Other Cable,1298677,2016,2,2017,10
No or Minimal News,9314921,2016,2,2017,11
Hard Broadcast News,-7703946,2016,2,2017,11
Soft Broadcast News,-211846,2016,2,2017,11
Partisan Cable (right),3624451,2016,2,2017,11
Partisan Cable (left),1597817,2016,2,2017,11
Spanish News,-1283322,2016,2,2017,11
Other Cable,1391040,2016,2,2017,11
No or Minimal News,9325008,2016,2,2017,12
Hard Broadcast News,-5148670,2016,2,2017,12
Soft Broadcast News,-2865933,2016,2,2017,12
Partisan Cable (right),3216833,2016,2,2017,12
Partisan Cable (left),2640290,2016,2,2017,12
Spanish News,-1467306,2016,2,2017,12
Other Cable,904664,2016,2,2017,12
No or Minimal News,6372486,2016,2,2018,1
Hard Broadcast News,-2856717,2016,2,2018,1
Soft Broadcast News,-1824053,2016,2,2018,1
Partisan Cable (right),3518653,2016,2,2018,1
Partisan Cable (left),1049496,2016,2,2018,1
Spanish News,-765540,2016,2,2018,1
Other Cable,1222190,2016,2,2018,1
No or Minimal News,13543428,2016,2,2018,2
Hard Broadcast News,-7023434,2016,2,2018,2
Soft Broadcast News,-3086468,2016,2,2018,2
Partisan Cable (right),2933218,2016,2,2018,2
Partisan Cable (left),251281,2016,2,2018,2
Spanish News,-1474695,2016,2,2018,2
Other Cable,1576557,2016,2,2018,2
No or Minimal News,12424889,2016,2,2018,3
Hard Broadcast News,-6491790,2016,2,2018,3
Soft Broadcast News,-3063266,2016,2,2018,3
Partisan Cable (right),2342041,2016,2,2018,3
Partisan Cable (left),624490,2016,2,2018,3
Spanish News,-1223404,2016,2,2018,3
Other Cable,2049835,2016,2,2018,3
No or Minimal News,16686638,2016,2,2018,4
Hard Broadcast News,-7311052,2016,2,2018,4
Soft Broadcast News,-5127120,2016,2,2018,4
Partisan Cable (right),3023861,2016,2,2018,4
Partisan Cable (left),724319,2016,2,2018,4
Spanish News,-1228140,2016,2,2018,4
Other Cable,-66142,2016,2,2018,4
No or Minimal News,15008284,2016,2,2018,5
Hard Broadcast News,-9266455,2016,2,2018,5
Soft Broadcast News,-320848,2016,2,2018,5
Partisan Cable (right),2388602,2016,2,2018,5
Partisan Cable (left),318431,2016,2,2018,5
Spanish News,-1350914,2016,2,2018,5
Other Cable,-46358,2016,2,2018,5
No or Minimal News,19371439,2016,2,2018,6
Hard Broadcast News,-6865972,2016,2,2018,6
Soft Broadcast News,-7510241,2016,2,2018,6
Partisan Cable (right),3282517,2016,2,2018,6
Partisan Cable (left),-866656,2016,2,2018,6
Spanish News,-499789,2016,2,2018,6
Other Cable,-269688,2016,2,2018,6
No or Minimal News,21897699,2016,2,2018,7
Hard Broadcast News,-8542276,2016,2,2018,7
Soft Broadcast News,-8088465,2016,2,2018,7
Partisan Cable (right),2392173,2016,2,2018,7
Partisan Cable (left),-375640,2016,2,2018,7
Spanish News,-1457322,2016,2,2018,7
Other Cable,769302,2016,2,2018,7
No or Minimal News,21174569,2016,2,2018,8
Hard Broadcast News,-8575951,2016,2,2018,8
Soft Broadcast News,-7761841,2016,2,2018,8
Partisan Cable (right),1645476,2016,2,2018,8
Partisan Cable (left),735914,2016,2,2018,8
Spanish News,-2290563,2016,2,2018,8
Other Cable,1892591,2016,2,2018,8
No or Minimal News,15855691,2016,2,2018,9
Hard Broadcast News,-7667854,2016,2,2018,9
Soft Broadcast News,-8874867,2016,2,2018,9
Partisan Cable (right),3623087,2016,2,2018,9
Partisan Cable (left),2644540,2016,2,2018,9
Spanish News,-1700648,2016,2,2018,9
Other Cable,3857337,2016,2,2018,9
No or Minimal News,17968671,2016,2,2018,10
Hard Broadcast News,-11358766,2016,2,2018,10
Soft Broadcast News,-3363468,2016,2,2018,10
Partisan Cable (right),4525793,2016,2,2018,10
Partisan Cable (left),588035,2016,2,2018,10
Spanish News,-1951302,2016,2,2018,10
Other Cable,1391355,2016,2,2018,10
No or Minimal News,12665271,2016,2,2018,11
Hard Broadcast News,-5394418,2016,2,2018,11
Soft Broadcast News,-5475743,2016,2,2018,11
Partisan Cable (right),4655356,2016,2,2018,11
Partisan Cable (left),3804218,2016,2,2018,11
Spanish News,-1794549,2016,2,2018,11
Other Cable,-705037,2016,2,2018,11
No or Minimal News,16963818,2016,2,2018,12
Hard Broadcast News,-3965309,2016,2,2018,12
Soft Broadcast News,-6834842,2016,2,2018,12
Partisan Cable (right),1708434,2016,2,2018,12
Partisan Cable (left),1924430,2016,2,2018,12
Spanish News,-2244868,2016,2,2018,12
Other Cable,201296,2016,2,2018,12
No or Minimal News,19573008,2016,2,2019,1
Hard Broadcast News,-583406,2016,2,2019,1
Soft Broadcast News,-14519319,2016,2,2019,1
Partisan Cable (right),2678535,2016,2,2019,1
Partisan Cable (left),2619396,2016,2,2019,1
Spanish News,-1597359,2016,2,2019,1
Other Cable,-352748,2016,2,2019,1
No or Minimal News,21938491,2016,2,2019,2
Hard Broadcast News,1464967,2016,2,2019,2
Soft Broadcast News,-16964018,2016,2,2019,2
Partisan Cable (right),2922438,2016,2,2019,2
Partisan Cable (left),924571,2016,2,2019,2
Spanish News,-1536218,2016,2,2019,2
Other Cable,-920505,2016,2,2019,2
No or Minimal News,22753541,2016,2,2019,3
Hard Broadcast News,398953,2016,2,2019,3
Soft Broadcast News,-16520471,2016,2,2019,3
Partisan Cable (right),2204206,2016,2,2019,3
Partisan Cable (left),-785294,2016,2,2019,3
Spanish News,-1986135,2016,2,2019,3
Other Cable,1696879,2016,2,2019,3
No or Minimal News,28753965,2016,2,2019,4
Hard Broadcast News,-5814460,2016,2,2019,4
Soft Broadcast News,-15762042,2016,2,2019,4
Partisan Cable (right),2040106,2016,2,2019,4
Partisan Cable (left),-1469686,2016,2,2019,4
Spanish News,-2072134,2016,2,2019,4
Other Cable,2172563,2016,2,2019,4
No or Minimal News,27635621,2016,2,2019,5
Hard Broadcast News,-2667916,2016,2,2019,5
Soft Broadcast News,-16268827,2016,2,2019,5
Partisan Cable (right),1275311,2016,2,2019,5
Partisan Cable (left),-2276396,2016,2,2019,5
Spanish News,-1792505,2016,2,2019,5
Other Cable,1919851,2016,2,2019,5
No or Minimal News,28189768,2016,2,2019,6
