period,state,medium,partisanship_scenario,diet_threshold,left_pct,right_pct,left_size,right_size
Since 2016,MA,tv,stringent,50,0.0164,0.0569,94202.5594,327339.2005
Since 2016,MA,web,lenient,50,0.0272,0.0151,92622.2149,50177.8827
Since 2016,MA,web,stringent,50,0.0114,0.0054,38870.7682,16974.2427
Since 2016,MD,tv,lenient,50,0.1001,0.0729,514820.5155,374951.6395
Since 2016,MD,tv,stringent,50,0.0180,0.0729,92491.4623,374951.6395
Since 2016,MD,web,lenient,50,0.0232,0.0199,74492.0454,64490.3181
Since 2016,MD,web,stringent,50,0.0088,0.0063,27901.4376,19898.8642
Since 2016,ME,tv,lenient,50,0.0354,0.0745,38918.8276,84993.8994
Since 2016,ME,tv,stringent,50,0.0076,0.0745,8460.2845,84993.8994
Since 2016,ME,web,lenient,50,0.0352,0.0167,25310.5310,11826.2782
Since 2016,ME,web,stringent,50,0.0100,0.0052,7178.1132,3645.0804
Since 2016,MI,tv,lenient,50,0.0498,0.0770,404074.5026,626277.0429
Since 2016,MI,tv,stringent,50,0.0130,0.0770,105673.2945,626277.0429
Since 2016,MI,web,lenient,50,0.0203,0.0208,99699.4535,99539.0087
Since 2016,MI,web,stringent,50,0.0096,0.0075,46617.9583,36435.8527
Since 2016,MN,tv,lenient,50,0.0511,0.0595,238220.4855,277231.0749
Since 2016,MN,tv,stringent,50,0.0115,0.0595,53797.3437,277231.0749
Since 2016,MN,web,lenient,50,0.0210,0.0201,60803.8394,58557.1425
Since 2016,MN,web,stringent,50,0.0090,0.0089,25661.8338,26116.2953
Since 2016,MO,tv,lenient,50,0.0408,0.0811,209081.1572,414161.1577
Since 2016,MO,tv,stringent,50,0.0103,0.0811,52687.9060,414161.1577
Since 2016,MO,web,lenient,50,0.0189,0.0210,61108.2271,68334.4713
Since 2016,MO,web,stringent,50,0.0071,0.0091,22304.5372,29951.9794
Since 2016,MS,tv,lenient,50,0.0468,0.0952,102215.4086,214103.5922
Since 2016,MS,tv,stringent,50,0.0167,0.0952,36561.3358,214103.5922
Since 2016,MS,web,lenient,50,0.0145,0.0199,19232.6514,23909.8015
Since 2016,MS,web,stringent,50,0.0058,0.0065,7649.3164,8173.2487
Since 2016,MT,tv,lenient,50,0.0334,0.1112,24373.2208,78855.2710
Since 2016,MT,tv,stringent,50,0.0161,0.1112,11248.1238,78855.2710
Since 2016,MT,web,lenient,50,0.0244,0.0220,10417.4283,10369.2393
Since 2016,MT,web,stringent,50,0.0133,0.0089,5787.5346,4029.4200
Since 2016,NC,tv,lenient,50,0.0546,0.0843,478052.7202,739101.7662
Since 2016,NC,tv,stringent,50,0.0125,0.0843,109104.2529,739101.7662
Since 2016,NC,web,lenient,50,0.0223,0.0180,103279.8029,83150.6543
Since 2016,NC,web,stringent,50,0.0101,0.0074,46460.5369,34431.9698
Since 2016,ND,tv,lenient,50,0.0244,0.1168,13737.9991,61338.3281
Since 2016,ND,tv,stringent,50,0.0046,0.1168,2665.1767,61338.3281
Since 2016,ND,web,lenient,50,0.0180,0.0295,5126.1564,8137.4084
Since 2016,ND,web,stringent,50,0.0055,0.0096,1586.6177,2708.1088
Since 2016,NE,tv,lenient,50,0.0308,0.0793,57942.3801,144953.5429
Since 2016,NE,tv,stringent,50,0.0053,0.0793,9904.2391,144953.5429
Since 2016,NE,web,lenient,50,0.0197,0.0319,17772.4652,28242.4534
Since 2016,NE,web,stringent,50,0.0078,0.0110,7100.7610,9850.6869
Since 2016,NH,tv,lenient,50,0.0571,0.0989,63809.6762,108991.8385
Since 2016,NH,tv,stringent,50,0.0117,0.0989,13095.1952,108991.8385
Since 2016,NH,web,lenient,50,0.0184,0.0170,16851.9615,15381.3427
Since 2016,NH,web,stringent,50,0.0058,0.0051,5461.4803,4583.9895
Since 2016,NJ,tv,lenient,50,0.0893,0.0843,704103.7403,668853.4914
Since 2016,NJ,tv,stringent,50,0.0159,0.0843,125130.5462,668853.4914
Since 2016,NJ,web,lenient,50,0.0198,0.0174,96545.6516,85057.3078
Since 2016,NJ,web,stringent,50,0.0079,0.0047,38108.3023,22964.3734
Since 2016,NM,tv,lenient,50,0.0499,0.0741,85860.0451,127332.5036
Since 2016,NM,tv,stringent,50,0.0111,0.0741,19151.4379,127332.5036
Since 2016,NM,web,lenient,50,0.0255,0.0202,17927.8361,14467.0078
Since 2016,NM,web,stringent,50,0.0119,0.0087,8459.9588,6263.8519
Since 2016,NV,tv,lenient,50,0.0662,0.1073,162581.9352,262561.0055
Since 2016,NV,tv,stringent,50,0.0173,0.1073,42743.2561,262561.0055
Since 2016,NV,web,lenient,50,0.0178,0.0171,23630.2018,22078.7527
Since 2016,NV,web,stringent,50,0.0070,0.0052,9286.5427,6642.3029
Since 2016,NY,tv,lenient,50,0.0833,0.0654,1318609.5697,1033795.5517
Since 2016,NY,tv,stringent,50,0.0171,0.0654,270868.3087,1033795.5517
Since 2016,NY,web,lenient,50,0.0262,0.0092,238522.0850,84328.8873
Since 2016,NY,web,stringent,50,0.0116,0.0031,104542.3508,28984.0819
Since 2016,OH,tv,lenient,50,0.0486,0.0817,467537.4239,787113.8060
Since 2016,OH,tv,stringent,50,0.0107,0.0817,103141.0846,787113.8060
Since 2016,OH,web,lenient,50,0.0173,0.0156,97515.0565,87113.0021
Since 2016,OH,web,stringent,50,0.0068,0.0067,38443.3471,37430.8463
Since 2016,OK,tv,lenient,50,0.0348,0.0865,114887.1907,285705.1785
Since 2016,OK,tv,stringent,50,0.0061,0.0865,20307.0740,285705.1785
Since 2016,OK,web,lenient,50,0.0161,0.0222,26428.8395,36399.3142
Since 2016,OK,web,stringent,50,0.0063,0.0105,10117.4342,16921.1761
Since 2016,OR,tv,lenient,50,0.0541,0.0722,188459.4220,250456.7681
Since 2016,OR,tv,stringent,50,0.0141,0.0722,49353.3530,250456.7681
Since 2016,OR,web,lenient,50,0.0293,0.0216,61736.6878,45112.4265
Since 2016,OR,web,stringent,50,0.0156,0.0078,33323.3934,16108.4758
Since 2016,PA,tv,lenient,50,0.0638,0.0897,677829.8363,954002.3793
Since 2016,PA,tv,stringent,50,0.0148,0.0897,156757.2760,954002.3793
Since 2016,PA,web,lenient,50,0.0195,0.0184,127764.9949,121334.1965
Since 2016,PA,web,stringent,50,0.0087,0.0062,56993.4247,41000.9084
Since 2016,RI,tv,lenient,50,0.0630,0.0568,56222.0108,51088.2662
Since 2016,RI,tv,stringent,50,0.0164,0.0568,14559.3188,51088.2662
Since 2016,RI,web,lenient,50,0.0286,0.0126,10737.1909,4859.0756
Since 2016,RI,web,stringent,50,0.0129,0.0062,4816.1022,2446.1466
Since 2016,SC,tv,lenient,50,0.0500,0.0926,217486.8865,406221.1553
Since 2016,SC,tv,stringent,50,0.0115,0.0926,49956.6687,406221.1553
Since 2016,SC,web,lenient,50,0.0155,0.0170,34429.2430,36361.8270
Since 2016,SC,web,stringent,50,0.0061,0.0049,13311.4298,10321.4605
Since 2016,SD,tv,lenient,50,0.0304,0.0909,20159.2499,60197.0007
Since 2016,SD,tv,stringent,50,0.0102,0.0909,6918.4979,60197.0007
Since 2016,SD,web,lenient,50,0.0234,0.0393,6676.5011,11125.9443
Since 2016,SD,web,stringent,50,0.0090,0.0238,2360.1667,7339.6368
Since 2016,TN,tv,lenient,50,0.0402,0.1036,222733.1654,576158.8436
Since 2016,TN,tv,stringent,50,0.0079,0.1036,43465.9614,576158.8436
Since 2016,TN,web,lenient,50,0.0205,0.0233,51913.2096,60375.2268
Since 2016,TN,web,stringent,50,0.0085,0.0062,21828.8381,15607.6304
Since 2016,TX,tv,lenient,50,0.0464,0.0697,1119214.2230,1671772.2218
Since 2016,TX,tv,stringent,50,0.0079,0.0697,189302.7187,1671772.2218
Since 2016,TX,web,lenient,50,0.0178,0.0226,223688.0000,275552.3496
Since 2016,TX,web,stringent,50,0.0070,0.0083,87638.6425,100920.8818
Since 2016,UT,tv,lenient,50,0.0375,0.0821,92451.7011,203497.1316
Since 2016,UT,tv,stringent,50,0.0057,0.0821,13973.0871,203497.1316
Since 2016,UT,web,lenient,50,0.0238,0.1073,20259.4099,101730.1722
Since 2016,UT,web,stringent,50,0.0064,0.0060,5705.7246,6138.1319
Since 2016,VA,tv,lenient,50,0.0680,0.0921,481146.4095,651699.5601
Since 2016,VA,tv,stringent,50,0.0126,0.0921,88923.4076,651699.5601
Since 2016,VA,web,lenient,50,0.0246,0.0239,95229.1827,91792.5391
Since 2016,VA,web,stringent,50,0.0109,0.0066,42449.2525,25550.4599
Since 2016,VT,tv,lenient,50,0.0709,0.0563,34003.4307,26540.1253
Since 2016,VT,tv,stringent,50,0.0249,0.0563,12106.1347,26540.1253
Since 2016,VT,web,lenient,50,0.0343,0.0175,9524.5256,4691.7371
Since 2016,VT,web,stringent,50,0.0103,0.0077,2591.8769,1847.0659
Since 2016,WA,tv,lenient,50,0.0647,0.0684,396713.9377,421532.3876
Since 2016,WA,tv,stringent,50,0.0156,0.0684,95497.1370,421532.3876
Since 2016,WA,web,lenient,50,0.0245,0.0226,93254.2087,86247.0724
Since 2016,WA,web,stringent,50,0.0099,0.0066,36525.4282,24736.7464
Since 2016,WI,tv,lenient,50,0.0388,0.0736,190423.6838,362958.2744
Since 2016,WI,tv,stringent,50,0.0087,0.0736,42440.4728,362958.2744
Since 2016,WI,web,lenient,50,0.0217,0.0242,61467.0080,67814.4915
Since 2016,WI,web,stringent,50,0.0089,0.0090,24652.8086,25384.0990
Since 2016,WV,tv,lenient,50,0.0344,0.1248,61633.2639,223205.4005
Since 2016,WV,tv,stringent,50,0.0059,0.1248,10554.9225,223205.4005
Since 2016,WV,web,lenient,50,0.0151,0.0152,14018.5054,14329.2764
Since 2016,WV,web,stringent,50,0.0053,0.0059,4722.6808,5408.3404
Since 2016,WY,tv,lenient,50,0.0320,0.0842,15946.1314,41435.3175
Since 2016,WY,tv,stringent,50,0.0086,0.0842,4354.8650,41435.3175
Since 2016,WY,web,lenient,50,0.0203,0.0208,6302.6838,5902.9194
Since 2016,WY,web,stringent,50,0.0097,0.0089,3186.9869,2537.9542
