state,program,network,period,value,medium,domain
MN,AMERICA REPORTS,FOXNC,Since 2016,4726,tv,
ID,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,4717,tv,
AR,OUTNUMBERED,FOXNC,Since 2016,4699,tv,
MS,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,4629,tv,
IA,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,4616,tv,
IA,GUTFELD!,FOXNC,Since 2016,4595,tv,
CO,HANNITY,FOXNC,Since 2016,4566,tv,
UT,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,4564,tv,
MS,HANNITY,FOXNC,Since 2016,4562,tv,
NE,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,4512,tv,
MN,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,4507,tv,
NE,GUTFELD!,FOXNC,Since 2016,4496,tv,
NV,OUTNUMBERED,FOXNC,Since 2016,4452,tv,
NE,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,4439,tv,
CO,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,4382,tv,
NM,CNN NEWSROOM,CNN,Since 2016,4379,tv,
CT,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,4357,tv,
CT,"FIVE, THE",FOXNC,Since 2016,4354,tv,
UT,HANNITY,FOXNC,Since 2016,4269,tv,
MN,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,4255,tv,
KS,CNN NEWSROOM,CNN,Since 2016,4244,tv,
ID,HANNITY,FOXNC,Since 2016,4234,tv,
MS,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,4183,tv,
CT,GUTFELD!,FOXNC,Since 2016,4139,tv,
OR,"FIVE, THE",FOXNC,Since 2016,4117,tv,
CO,AMERICAS NEWSROOM,FOXNC,Since 2016,4106,tv,
MN,NEW DAY,CNN,Since 2016,4097,tv,
MN,AMERICAS NEWSROOM,FOXNC,Since 2016,4067,tv,
CT,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,4052,tv,
NE,"FIVE, THE",FOXNC,Since 2016,4022,tv,
CO,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,4017,tv,
UT,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,3991,tv,
CT,AMERICAS NEWSROOM,FOXNC,Since 2016,3937,tv,
OR,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,3925,tv,
CO,LEAD WITH JAKE TAPPER,CNN,Since 2016,3919,tv,
ID,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,3917,tv,
KS,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,3891,tv,
NE,AMERICA REPORTS,FOXNC,Since 2016,3853,tv,
OR,GUTFELD!,FOXNC,Since 2016,3835,tv,
MS,GUTFELD!,FOXNC,Since 2016,3810,tv,
OR,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,3794,tv,
OR,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,3643,tv,
KS,HANNITY,FOXNC,Since 2016,3619,tv,
UT,GUTFELD!,FOXNC,Since 2016,3619,tv,
WV,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,3584,tv,
NE,AMERICAS NEWSROOM,FOXNC,Since 2016,3569,tv,
ID,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,3516,tv,
CT,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,3487,tv,
MS,"FIVE, THE",FOXNC,Since 2016,3465,tv,
WV,"FIVE, THE",FOXNC,Since 2016,3418,tv,
OR,AMERICA REPORTS,FOXNC,Since 2016,3390,tv,
WV,HANNITY,FOXNC,Since 2016,3365,tv,
HI,CNN NEWSROOM,CNN,Since 2016,3360,tv,
OR,ALEX WAGNER TONIGHT,MSNBC,Since 2016,3314,tv,
RI,CNN NEWSROOM,CNN,Since 2016,3268,tv,
MS,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,3266,tv,
WV,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,3264,tv,
ID,"FIVE, THE",FOXNC,Since 2016,3241,tv,
WV,AMERICA REPORTS,FOXNC,Since 2016,3240,tv,
KS,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,3222,tv,
MS,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,3209,tv,
KS,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,3184,tv,
WV,GUTFELD!,FOXNC,Since 2016,3015,tv,
MS,CNN NEWSROOM,CNN,Since 2016,2991,tv,
MS,OUTNUMBERED,FOXNC,Since 2016,2970,tv,
UT,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,2967,tv,
MS,AMERICA REPORTS,FOXNC,Since 2016,2960,tv,
NE,"FAULKNER FOCUS, THE",FOXNC,Since 2016,2953,tv,
UT,"FIVE, THE",FOXNC,Since 2016,2932,tv,
KS,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,2916,tv,
UT,CNN NEWSROOM,CNN,Since 2016,2875,tv,
WV,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,2836,tv,
NM,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,2783,tv,
NM,HANNITY,FOXNC,Since 2016,2758,tv,
WV,"STORY, THE",FOXNC,Since 2016,2751,tv,
NM,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,2734,tv,
DE,CNN NEWSROOM,CNN,Since 2016,2662,tv,
UT,OUTNUMBERED,FOXNC,Since 2016,2642,tv,
NM,DEADLINE:WHITE HOUSE,MSNBC,Since 2016,2635,tv,
ID,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,2634,tv,
WV,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,2630,tv,
NM,"FIVE, THE",FOXNC,Since 2016,2626,tv,
WV,FOX AND FRIENDS,FOXNC,Since 2016,2607,tv,
UT,AMERICAS NEWSROOM,FOXNC,Since 2016,2545,tv,
NH,CNN NEWSROOM,CNN,Since 2016,2532,tv,
UT,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,2526,tv,
NM,BEAT W/ARI MELBER,MSNBC,Since 2016,2504,tv,
ID,FOX NEWS LIVE,FOXNC,Since 2016,2433,tv,
ID,GUTFELD!,FOXNC,Since 2016,2412,tv,
NM,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,2403,tv,
KS,GUTFELD!,FOXNC,Since 2016,2392,tv,
KS,"FIVE, THE",FOXNC,Since 2016,2390,tv,
NM,ALEX WAGNER TONIGHT,MSNBC,Since 2016,2368,tv,
KS,LEAD WITH JAKE TAPPER,CNN,Since 2016,2351,tv,
NM,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,2332,tv,
NH,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,2322,tv,
ID,"STORY, THE",FOXNC,Since 2016,2310,tv,
ID,AMERICA REPORTS,FOXNC,Since 2016,2304,tv,
KS,AMERICA REPORTS,FOXNC,Since 2016,2299,tv,
ME,CNN NEWSROOM,CNN,Since 2016,2247,tv,
NH,HANNITY,FOXNC,Since 2016,2221,tv,
SD,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,2188,tv,
MT,"FIVE, THE",FOXNC,Since 2016,2184,tv,
NH,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,2181,tv,
SD,HANNITY,FOXNC,Since 2016,2102,tv,
HI,BEAT W/ARI MELBER,MSNBC,Since 2016,1938,tv,
SD,CNN NEWSROOM,CNN,Since 2016,1917,tv,
MT,AMERICA REPORTS,FOXNC,Since 2016,1893,tv,
MT,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,1891,tv,
MT,OUTNUMBERED,FOXNC,Since 2016,1855,tv,
NH,GUTFELD!,FOXNC,Since 2016,1846,tv,
MT,AMERICAS NEWSROOM,FOXNC,Since 2016,1839,tv,
MT,CNN NEWSROOM,CNN,Since 2016,1812,tv,
MT,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,1811,tv,
SD,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,1770,tv,
NH,"FIVE, THE",FOXNC,Since 2016,1770,tv,
HI,DEADLINE:WHITE HOUSE,MSNBC,Since 2016,1748,tv,
VT,MORNING JOE,MSNBC,Since 2016,1733,tv,
HI,ALL IN W/ CHRIS HAYES,MSNBC,Since 2016,1710,tv,
VT,DEADLINE:WHITE HOUSE,MSNBC,Since 2016,1686,tv,
HI,11TH HOUR W/B. WILLIAMS,MSNBC,Since 2016,1659,tv,
SD,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,1648,tv,
RI,NEW DAY,CNN,Since 2016,1627,tv,
ME,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,1600,tv,
MT,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,1589,tv,
DC,CNN NEWSROOM,CNN,Since 2016,1580,tv,
VT,FOX AND FRIENDS,FOXNC,Since 2016,1578,tv,
WY,OUTNUMBERED,FOXNC,Since 2016,1575,tv,
MT,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,1549,tv,
NH,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,1527,tv,
NH,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,1524,tv,
VT,BEAT W/ARI MELBER,MSNBC,Since 2016,1523,tv,
HI,REIDOUT,MSNBC,Since 2016,1506,tv,
MT,FOX NEWS LIVE,FOXNC,Since 2016,1484,tv,
HI,ERIN BURNETT OUTFRONT,CNN,Since 2016,1460,tv,
VT,ALL IN W/ CHRIS HAYES,MSNBC,Since 2016,1440,tv,
SD,OUTNUMBERED,FOXNC,Since 2016,1439,tv,
SD,MORNING JOE,MSNBC,Since 2016,1438,tv,
SD,"STORY, THE",FOXNC,Since 2016,1417,tv,
VT,CNN NEWSROOM,CNN,Since 2016,1402,tv,
WY,FOX NEWS LIVE,FOXNC,Since 2016,1398,tv,
SD,FOX NEWS LIVE,FOXNC,Since 2016,1393,tv,
VT,AMERICAS NEWSROOM,FOXNC,Since 2016,1389,tv,
RI,DEADLINE:WHITE HOUSE,MSNBC,Since 2016,1387,tv,
RI,ANDERSON COOPER 360,CNN,Since 2016,1383,tv,
NH,FOX AND FRIENDS,FOXNC,Since 2016,1376,tv,
VT,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,1359,tv,
SD,FOX NEWS AT NIGHT,FOXNC,Since 2016,1356,tv,
ME,NEW DAY,CNN,Since 2016,1347,tv,
ME,ERIN BURNETT OUTFRONT,CNN,Since 2016,1346,tv,
HI,ALEX WAGNER TONIGHT,MSNBC,Since 2016,1332,tv,
HI,ANDERSON COOPER 360,CNN,Since 2016,1294,tv,
WY,AMERICA REPORTS,FOXNC,Since 2016,1294,tv,
DE,DEADLINE:WHITE HOUSE,MSNBC,Since 2016,1292,tv,
VT,REIDOUT,MSNBC,Since 2016,1290,tv,
NH,FOX NEWS LIVE,FOXNC,Since 2016,1274,tv,
RI,MORNING JOE,MSNBC,Since 2016,1269,tv,
RI,LEAD WITH JAKE TAPPER,CNN,Since 2016,1255,tv,
HI,LEAD WITH JAKE TAPPER,CNN,Since 2016,1251,tv,
DE,LEAD WITH JAKE TAPPER,CNN,Since 2016,1248,tv,
WY,"STORY, THE",FOXNC,Since 2016,1227,tv,
ME,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,1226,tv,
VT,AMERICA REPORTS,FOXNC,Since 2016,1223,tv,
DE,INSIDE POLITICS,CNN,Since 2016,1198,tv,
WY,CNN NEWSROOM,CNN,Since 2016,1186,tv,
ME,AMERICA REPORTS,FOXNC,Since 2016,1171,tv,
ND,"FIVE, THE",FOXNC,Since 2016,1151,tv,
DE,MORNING JOE,MSNBC,Since 2016,1147,tv,
DE,SITUATION ROOM,CNN,Since 2016,1135,tv,
WY,"FAULKNER FOCUS, THE",FOXNC,Since 2016,1124,tv,
DE,ANDERSON COOPER 360,CNN,Since 2016,1114,tv,
WY,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,1103,tv,
WY,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,1094,tv,
ME,FOX AND FRIENDS,FOXNC,Since 2016,1092,tv,
ME,AMERICAS NEWSROOM,FOXNC,Since 2016,1090,tv,
WY,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,1088,tv,
WY,YOUR WORLD W/NEIL CAVUTO,FOXNC,Since 2016,1078,tv,
RI,CNN TONIGHT,CNN,Since 2016,1053,tv,
RI,SITUATION ROOM,CNN,Since 2016,1051,tv,
DE,ERIN BURNETT OUTFRONT,CNN,Since 2016,1042,tv,
DE,BEAT W/ARI MELBER,MSNBC,Since 2016,1040,tv,
DC,NEW DAY,CNN,Since 2016,1039,tv,
ME,HANNITY,FOXNC,Since 2016,1015,tv,
RI,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,973,tv,
RI,INSIDE POLITICS,CNN,Since 2016,966,tv,
ND,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,958,tv,
ME,ANDERSON COOPER 360,CNN,Since 2016,943,tv,
DE,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,939,tv,
ND,HANNITY,FOXNC,Since 2016,862,tv,
ND,JESSE WATTERS PRIMETIME,FOXNC,Since 2016,789,tv,
DC,ANDERSON COOPER 360,CNN,Since 2016,770,tv,
ND,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,745,tv,
DC,CNN TONIGHT,CNN,Since 2016,726,tv,
DC,SITUATION ROOM,CNN,Since 2016,673,tv,
DC,LEAD WITH JAKE TAPPER,CNN,Since 2016,658,tv,
DC,DON LEMON TONIGHT,CNN,Since 2016,655,tv,
ND,FOX REPORT WITH JON SCOTT,FOXNC,Since 2016,653,tv,
DC,INSIDE POLITICS,CNN,Since 2016,641,tv,
ND,SPECIAL RPT W/BRET BAIER,FOXNC,Since 2016,609,tv,
DC,ERIN BURNETT OUTFRONT,CNN,Since 2016,599,tv,
ND,CNN NEWSROOM,CNN,Since 2016,575,tv,
AK,GUTFELD!,FOXNC,Since 2016,571,tv,
DC,DEADLINE:WHITE HOUSE,MSNBC,Since 2016,568,tv,
AK,TUCKER CARLSON TONIGHT,FOXNC,Since 2016,503,tv,
ND,"EVENING EDIT, THE",FOX Business Network,Since 2016,475,tv,
ND,FOX AND FRIENDS,FOXNC,Since 2016,474,tv,
AK,LAST WORD W/ L. ODONNELL,MSNBC,Since 2016,470,tv,
AK,DEADLINE:WHITE HOUSE,MSNBC,Since 2016,470,tv,
AK,11TH HOUR W/B. WILLIAMS,MSNBC,Since 2016,470,tv,
AK,FOX NEWS AT NIGHT,FOXNC,Since 2016,459,tv,
AK,ALL IN W/ CHRIS HAYES,MSNBC,Since 2016,423,tv,
AK,"INGRAHAM ANGLE, THE",FOXNC,Since 2016,398,tv,
AK,CNN NEWSROOM,CNN,Since 2016,364,tv,
AK,REIDOUT,MSNBC,Since 2016,350,tv,
TX,,,Last 3 months,68090,web,foxnews.com
FL,,,Last 3 months,60802,web,foxnews.com
CA,,,Last 3 months,59271,web,foxnews.com
UT,,,Last 3 months,46930,web,ksl.com
TN,,,Last 3 months,45843,web,foxnews.com
PA,,,Last 3 months,34376,web,foxnews.com
TN,,,Last 3 months,25242,web,beforeitsnews.com
CA,,,Last 3 months,24414,web,townhall.com
MO,,,Last 3 months,24018,web,foxnews.com
NY,,,Last 3 months,23809,web,thegatewaypundit.com
TX,,,Last 3 months,23707,web,thegatewaypundit.com
CO,,,Last 3 months,23484,web,foxnews.com
GA,,,Last 3 months,21202,web,foxnews.com
WA,,,Last 3 months,21121,web,foxnews.com
MO,,,Last 3 months,20629,web,thegatewaypundit.com
IL,,,Last 3 months,19367,web,foxnews.com
CA,,,Last 3 months,19250,web,pbs.org
AR,,,Last 3 months,19095,web,foxnews.com
OK,,,Last 3 months,18462,web,foxnews.com
MO,,,Last 3 months,18382,web,dailycaller.com
CA,,,Last 3 months,18337,web,kqed.org
FL,,,Last 3 months,18307,web,lemonde.fr
MT,,,Last 3 months,18236,web,foxnews.com
WV,,,Last 3 months,18100,web,foxnews.com
MO,,,Last 3 months,17989,web,hotair.com
IL,,,Last 3 months,17384,web,breitbart.com
WA,,,Last 3 months,16206,web,ricochet.com
FL,,,Last 3 months,15869,web,drudgereport.com
IA,,,Last 3 months,15381,web,foxnews.com
MT,,,Last 3 months,13573,web,dailykos.com
TN,,,Last 3 months,13432,web,vice.com
NY,,,Last 3 months,13148,web,theguardian.com
CA,,,Last 3 months,13064,web,thegatewaypundit.com
CA,,,Last 3 months,13049,web,slate.com
IL,,,Last 3 months,12955,web,dailykos.com
NC,,,Last 3 months,12873,web,foxnews.com
TX,,,Last 3 months,12556,web,theconservativetreehouse.com
OK,,,Last 3 months,12347,web,thegatewaypundit.com
NY,,,Last 3 months,12320,web,democraticunderground.com
FL,,,Last 3 months,12308,web,theguardian.com
MA,,,Last 3 months,12082,web,dailykos.com
CA,,,Last 3 months,12063,web,sfchronicle.com
WI,,,Last 3 months,12044,web,thegatewaypundit.com
KY,,,Last 3 months,12001,web,theintercept.com
AL,,,Last 3 months,11895,web,townhall.com
CA,,,Last 3 months,11858,web,nationalreview.com
ME,,,Last 3 months,11846,web,vox.com
TN,,,Last 3 months,11752,web,theroot.com
CA,,,Last 3 months,11566,web,theblaze.com
CA,,,Last 3 months,11504,web,thedailybeast.com
WI,,,Last 3 months,11477,web,nationalreview.com
KS,,,Last 3 months,11115,web,foxnews.com
NE,,,Last 3 months,10911,web,drudgereport.com
AZ,,,Last 3 months,10276,web,foxnews.com
IN,,,Last 3 months,9695,web,freerepublic.com
MA,,,Last 3 months,9475,web,foxnews.com
OR,,,Last 3 months,9047,web,foxnews.com
ME,,,Last 3 months,8977,web,pressherald.com
LA,,,Last 3 months,8886,web,foxnews.com
MT,,,Last 3 months,8725,web,msnbc.com
AL,,,Last 3 months,8697,web,foxnews.com
MS,,,Last 3 months,8430,web,foxnews.com
FL,,,Last 3 months,8389,web,newsmax.com
AZ,,,Last 3 months,8242,web,drudgereport.com
PA,,,Last 3 months,8219,web,dailykos.com
WA,,,Last 3 months,8076,web,npr.org
NV,,,Last 3 months,7965,web,foxnews.com
FL,,,Last 3 months,7711,web,breitbart.com
FL,,,Last 3 months,7711,web,dailycaller.com
OH,,,Last 3 months,7647,web,newsmax.com
VA,,,Last 3 months,7499,web,foxnews.com
OH,,,Last 3 months,7369,web,foxnews.com
UT,,,Last 3 months,7280,web,dailykos.com
NY,,,Last 3 months,7189,web,foxnews.com
AZ,,,Last 3 months,7059,web,beforeitsnews.com
WI,,,Last 3 months,6957,web,foxnews.com
CT,,,Last 3 months,6946,web,pressherald.com
NJ,,,Last 3 months,6901,web,foxnews.com
MN,,,Last 3 months,6837,web,drudgereport.com
WA,,,Last 3 months,6836,web,newyorker.com
TN,,,Last 3 months,6769,web,washingtontimes.com
AZ,,,Last 3 months,6755,web,dailywire.com
OH,,,Last 3 months,6749,web,twitchy.com
PA,,,Last 3 months,6704,web,thegatewaypundit.com
IA,,,Last 3 months,6597,web,vox.com
NJ,,,Last 3 months,6543,web,fivethirtyeight.com
PA,,,Last 3 months,6478,web,rawstory.com
MI,,,Last 3 months,6466,web,dailykos.com
TX,,,Last 3 months,6456,web,thefederalistpapers.org
WA,,,Last 3 months,6448,web,rawstory.com
WA,,,Last 3 months,6436,web,theatlantic.com
SC,,,Last 3 months,6424,web,foxnews.com
NE,,,Last 3 months,6356,web,foxnews.com
WA,,,Last 3 months,6334,web,dailycaller.com
MA,,,Last 3 months,6288,web,thedailybeast.com
MI,,,Last 3 months,6285,web,americanthinker.com
CO,,,Last 3 months,6247,web,drudgereport.com
CO,,,Last 3 months,6247,web,wnd.com
ID,,,Last 3 months,6199,web,foxnews.com
MD,,,Last 3 months,6197,web,deadstate.org
AZ,,,Last 3 months,6191,web,mediamatters.org
MA,,,Last 3 months,6158,web,msnbc.com
NJ,,,Last 3 months,6111,web,newsweek.com
WA,,,Last 3 months,6099,web,dailywire.com
AZ,,,Last 3 months,6056,web,theatlantic.com
TX,,,Last 3 months,6028,web,theguardian.com
MA,,,Last 3 months,6010,web,propublica.org
MO,,,Last 3 months,6010,web,vox.com
IN,,,Last 3 months,6010,web,newsweek.com
OR,,,Last 3 months,6008,web,msnbc.com
MA,,,Last 3 months,5987,web,alternet.org
MA,,,Last 3 months,5978,web,breitbart.com
PA,,,Last 3 months,5977,web,newyorker.com
WA,,,Last 3 months,5958,web,washingtontimes.com
AZ,,,Last 3 months,5954,web,univision.com
IN,,,Last 3 months,5952,web,dailysignal.com
IN,,,Last 3 months,5952,web,dailycaller.com
ID,,,Last 3 months,5945,web,cdapress.com
MO,,,Last 3 months,5944,web,theconservativetreehouse.com
NC,,,Last 3 months,5892,web,dailywire.com
MI,,,Last 3 months,5890,web,npr.org
PA,,,Last 3 months,5888,web,thecut.com
NJ,,,Last 3 months,5874,web,slate.com
NY,,,Last 3 months,5873,web,beforeitsnews.com
WY,,,Last 3 months,5865,web,rawstory.com
TN,,,Last 3 months,5850,web,senate.gov
IA,,,Last 3 months,5848,web,alternet.org
CO,,,Last 3 months,5831,web,dickmorris.com
IL,,,Last 3 months,5797,web,democraticunderground.com
AZ,,,Last 3 months,5765,web,slate.com
AZ,,,Last 3 months,5765,web,talkingpointsmemo.com
IL,,,Last 3 months,5743,web,lgbtqnation.com
NY,,,Last 3 months,5702,web,lewrockwell.com
VA,,,Last 3 months,5685,web,boingboing.net
CT,,,Last 3 months,5644,web,newsmax.com
MD,,,Last 3 months,5587,web,newsweek.com
IL,,,Last 3 months,5428,web,rawstory.com
MN,,,Last 3 months,5293,web,foxnews.com
AZ,,,Last 3 months,5172,web,theblaze.com
FL,,,Last 3 months,4816,web,vox.com
NY,,,Last 3 months,4803,web,mediamatters.org
NY,,,Last 3 months,4803,web,theatlantic.com
NJ,,,Last 3 months,4317,web,theguardian.com
NJ,,,Last 3 months,4314,web,thedailybeast.com
NY,,,Last 3 months,4256,web,dailykos.com
TX,,,Last 3 months,4075,web,breitbart.com
MO,,,Last 3 months,4047,web,spiegel.de
WA,,,Last 3 months,3950,web,twitchy.com
LA,,,Last 3 months,3782,web,thegatewaypundit.com
NJ,,,Last 3 months,3523,web,msnbc.com
NJ,,,Last 3 months,3523,web,theatlantic.com
MI,,,Last 3 months,3495,web,foxnews.com
VA,,,Last 3 months,3467,web,drudgereport.com
CO,,,Last 3 months,3463,web,newyorker.com
CO,,,Last 3 months,3070,web,theguardian.com
NJ,,,Last 3 months,2747,web,commondreams.org
NY,,,Last 3 months,2651,web,lgbtqnation.com
OH,,,Last 3 months,2454,web,thedailybeast.com
SD,,,Last 3 months,2407,web,dailywire.com
SD,,,Last 3 months,2401,web,foxnews.com
NJ,,,Last 3 months,2327,web,rawstory.com
IL,,,Last 3 months,2322,web,drudgereport.com
OH,,,Last 3 months,2314,web,theblaze.com
OH,,,Last 3 months,2296,web,npr.org
ME,,,Last 3 months,2285,web,pbs.org
MO,,,Last 3 months,2247,web,americanthinker.com
OH,,,Last 3 months,2151,web,rawstory.com
VA,,,Last 3 months,2128,web,npr.org
OR,,,Last 3 months,1977,web,slate.com
PA,,,Last 3 months,1959,web,msnbc.com
CO,,,Last 3 months,1940,web,dailykos.com
LA,,,Last 3 months,1917,web,msnbc.com
TX,,,Last 3 months,1881,web,townhall.com
FL,,,Last 3 months,1795,web,theblaze.com
FL,,,Last 3 months,1596,web,newsweek.com
CO,,,Last 3 months,1588,web,msnbc.com
MI,,,Last 3 months,1567,web,breitbart.com
NC,,,Last 3 months,1551,web,townhall.com
MO,,,Last 3 months,1538,web,newsmax.com
OR,,,Last 3 months,1531,web,dailykos.com
MO,,,Last 3 months,1428,web,100percentfedup.com
UT,,,Last 3 months,1353,web,fivethirtyeight.com
SD,,,Last 3 months,1353,web,twitchy.com
TN,,,Last 3 months,1322,web,motherjones.com
UT,,,Last 3 months,1322,web,theatlantic.com
CO,,,Last 3 months,1266,web,breitbart.com
NC,,,Last 3 months,1253,web,rawstory.com
OH,,,Last 3 months,1220,web,dailykos.com
MN,,,Last 3 months,1211,web,msnbc.com
OH,,,Last 3 months,1211,web,msnbc.com
KS,,,Last 3 months,1197,web,drudgereport.com
PA,,,Last 3 months,1192,web,theatlantic.com
OH,,,Last 3 months,1192,web,theguardian.com
PA,,,Last 3 months,1192,web,salon.com
PA,,,Last 3 months,1191,web,slate.com
TX,,,Last 3 months,1188,web,newyorker.com
ID,,,Last 3 months,1182,web,ricochet.com
CO,,,Last 3 months,1178,web,newsmax.com
VA,,,Last 3 months,1177,web,dailykos.com
VA,,,Last 3 months,1177,web,thedailybeast.com
WI,,,Last 3 months,1176,web,pbs.org
VA,,,Last 3 months,1176,web,pbs.org
AR,,,Last 3 months,1174,web,drudgereport.com
IL,,,Last 3 months,1174,web,pbs.org
WV,,,Last 3 months,1171,web,politicalwire.com
KS,,,Last 3 months,1171,web,townhall.com
NC,,,Last 3 months,1170,web,breitbart.com
GA,,,Last 3 months,1170,web,newsweek.com
GA,,,Last 3 months,1170,web,rawstory.com
TX,,,Last 3 months,1165,web,freerepublic.com
AR,,,Last 3 months,1164,web,twitchy.com
AR,,,Last 3 months,1164,web,townhall.com
MI,,,Last 3 months,1162,web,dailywire.com
NC,,,Last 3 months,1162,web,wnd.com
NC,,,Last 3 months,1162,web,twitchy.com
AL,,,Last 3 months,1161,web,breitbart.com
MI,,,Last 3 months,1160,web,bizpacreview.com
MT,,,Last 3 months,1159,web,slate.com
UT,,,Last 3 months,1159,web,rawstory.com
AK,,,Last 3 months,1159,web,pbs.org
VA,,,Last 3 months,1159,web,breitbart.com
NE,,,Last 3 months,1158,web,dailywire.com
VA,,,Last 3 months,1158,web,bet.com
MI,,,Last 3 months,1158,web,twitchy.com
DC,,,Last 3 months,1157,web,drudgereport.com
WY,,,Last 3 months,1155,web,dailykos.com
MS,,,Last 3 months,1154,web,rawstory.com
MS,,,Last 3 months,1154,web,palmerreport.com
TX,,,Last 3 months,1152,web,dailykos.com
NC,,,Last 3 months,1150,web,channel4.com
IA,,,Last 3 months,1150,web,drudgereport.com
MA,,,Last 3 months,1148,web,wnd.com
KS,,,Last 3 months,1147,web,newsmax.com
WI,,,Last 3 months,1146,web,breitbart.com
MD,,,Last 3 months,1144,web,finalcall.com
LA,,,Last 3 months,1043,web,dailykos.com
GA,,,Last 3 months,980,web,pbs.org
IN,,,Last 3 months,843,web,foxnews.com
IA,,,Last 3 months,828,web,theguardian.com
MA,,,Last 3 months,813,web,newyorker.com
VA,,,Last 3 months,812,web,newsmax.com
NH,,,Last 3 months,790,web,npr.org
AR,,,Last 3 months,788,web,thepoliticalinsider.com
MD,,,Last 3 months,782,web,foxnews.com
AR,,,Last 3 months,782,web,npr.org
DE,,,Last 3 months,776,web,pbs.org
LA,,,Last 3 months,775,web,newsmax.com
DE,,,Last 3 months,775,web,thedailybeast.com
LA,,,Last 3 months,775,web,townhall.com
ME,,,Last 3 months,775,web,channel4.com
AR,,,Last 3 months,774,web,louderwithcrowder.com
MD,,,Last 3 months,773,web,pbs.org
NM,,,Last 3 months,773,web,breitbart.com
KY,,,Last 3 months,772,web,beforeitsnews.com
OK,,,Last 3 months,772,web,newyorker.com
OR,,,Last 3 months,771,web,wweek.com
NM,,,Last 3 months,771,web,foxnews.com
KY,,,Last 3 months,770,web,hotair.com
KY,,,Last 3 months,770,web,townhall.com
MD,,,Last 3 months,769,web,rawstory.com
AL,,,Last 3 months,769,web,beforeitsnews.com
NM,,,Last 3 months,769,web,dailykos.com
DE,,,Last 3 months,765,web,rawstory.com
DE,,,Last 3 months,765,web,dailykos.com
MD,,,Last 3 months,764,web,dailykos.com
NH,,,Last 3 months,763,web,theblaze.com
DC,,,Last 3 months,763,web,breitbart.com
KY,,,Last 3 months,660,web,foxnews.com
KY,,,Last 3 months,592,web,npr.org
MA,,,Last 3 months,537,web,sfchronicle.com
